Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Prenom;Référence de commande;Telephone;Type;Type d'intervention;Volume
Rue du Lycâ€še Bensouda 30103 FES CASABLANCA;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;16:03;M2T;083679;34.0171267;-5.0539899;2,12213E+11;BC FES BENSOUDA;BARID CASH;80627-H-6;1;;DM220385952;2,12213E+11;;;0
LOT CHAKIB N 14 EL MARJA ZOUAGHA BAS EL MARJA Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;16:36;M2T;702132;34.025717;-5.044343;2,12678E+11;BOUDHAR;CASH PLUS;80627-H-6;1;;DM220385952;2,12678E+11;;;0
N 6 Lots Taoufik Oued Fes Fes Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;16:46;M2T;001658;34.03149;-5.04374;2,12663E+11;Chaabi Cash Mb Dexcellence;M2T;80627-H-6;1;;DM220385952;2,12663E+11;;;0
Rue Lalla SoukainaÃ¿ 30032 FES CASABLANCA;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;17:15;M2T;083442;34.0193454;-5.0269801;2,12213E+11;BC FES AL WIFAQ;BARID CASH;80627-H-6;1;;DM220385952;2,12213E+11;;;0
N°357 BLOC B HAY WIFAQ ROUTE AIN SMEN ZOUAGHA Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;17:29;M2T;700704;34.0119391;-5.0252373;2,12646E+11;AINSMEN;CASH PLUS;80627-H-6;1;;DM220385952;2,12646E+11;;;0
N 14 KISSARIAT NAIM ADARISSA Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;17:40;M2T;700806;34.01845;-5.0136;2,12662E+11;ADARISSA;CASH PLUS;80627-H-6;1;;DM220385952;2,12662E+11;;;0
Avenue Med El Akkad, Super Marché Acima, Magasin B Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;17:54;M2T;700634;34.029791;-5.010165;2,12661E+11;FES ACIMA I;CASH PLUS;80627-H-6;1;;DM220385952;2,12661E+11;;;0
N 2 LOT 197 HAY SAADA 2 ROUTE DE AIN CHKAF Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:03;M2T;701583;34.02467;-5.009;2,12632E+11;ALQODS HAY SAADA;CASH PLUS;80627-H-6;1;;DM220385952;2,12632E+11;;;0
36 Lot Du Parc Champs De Course Lot 36 Sinord Mag 3 Fes Sinord Fes Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:13;M2T;001675;34.02218;-5.0039;2,12707E+11;Chaabi cash M8;M2T;80627-H-6;1;;DM220385952;2,12707E+11;;;0
N 69 AVENUE IBN KHATIB COTE HAY AZHAR MAG N 1 ENTR Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:20;M2T;700686;34.01929;-5.00347;2,12677E+11;Hay al azhar;CASH PLUS;80627-H-6;1;;DM220385952;2,12677E+11;;;0
28815 Centre Bni Yakhlef Ain chqef;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:27;M2T;097860;34.012671;-5.008316;2,12213E+11;AYM CASHAIN CHKEF (1);BARID CASH;80627-H-6;1;;DM220385952;2,12213E+11;;;0
al fadila n 184 av al irfaneal fadila Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:41;M2T;701851;33.999019;-5.00533;2,12664E+11;ELFADILA;CASH PLUS;80627-H-6;1;;DM220385952;2,12664E+11;;;0
528 Lots Karaouyen Rte Ain Chkef Magasin I Fes Fes Fès;Driss Zdaali;;;;;10:00-19:00;;30/03/2022;5;;18:59;M2T;001650;34.00547;-5.01599;2,12622E+11;Chaabi Cash Iska Services;M2T;80627-H-6;1;;DM220385952;2,12622E+11;;;0
234 Lot Zahwa Vn Meknes Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;002753;33.8711059;-5.5329839;2,12661E+11;Tasshilat Tahri;M2T;77717-A-7;1;;DM220385952;2,12661E+11;;;0
C 52 Bd Hadj Ahmed Ben Chakroun, Bassatine Mek Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;10:24;M2T;700865;33.890039;-5.504082;2,12771E+11;MEKNES BASSATINE;CASH PLUS;77717-A-7;1;;DM220385952;2,12771E+11;;;0
Bd Haj M'hamed Ben Chakroune 50013 MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;10:29;M2T;083759;33.8908996;-5.5038661;2,12213E+11;BC MEKNES CHOUHADA;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
Barid cash Boustane Nø 42 Bd el massira OUISALNE , 50062, MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;10:43;M2T;083645;33.903172;-5.494685;2,12636E+11;BC MEKNES BOUSTANE;BARID CASH;77717-A-7;1;;DM220385952;2,12636E+11;;;0
Rue de la Poste PAM 51152 SABAA AIYOUN Sabaa aiyoun;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;11:20;M2T;083622;33.903641;-5.373643;2,12694E+11;BC SEBAA AIOUN;BARID CASH;77717-A-7;1;;DM220385952;2,12694E+11;;;0
Mag7 Im23 R Repris Boustan2 Wisla Meknes Boustan Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;11:54;M2T;002798;33.8996493;-5.4738534;2,12634E+11;Chaabi Cash Mahi Car;M2T;77717-A-7;1;;DM220385952;2,12634E+11;;;0
NÃ¸ 42 Bd El Massira Ouislane 50045 MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;12:08;M2T;083721;33.9113921;-5.4896451;2,12213E+11;BC OUISLANE;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
Rue Khalid Ben El Oualid Borj My Omar 50016 MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;12:28;M2T;083892;33.906438;-5.529764;2,12602E+11;BC MEKNES BORJ MOULAY OMAR;BARID CASH;77717-A-7;1;;DM220385952;2,12602E+11;;;0
75 BD ROUAMZILE Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;12:34;M2T;701444;33.909997;-5.533917;2,12661E+11;ROIMZINE FR;CASH PLUS;77717-A-7;1;;DM220385952;2,12661E+11;;;0
421 rue lahmidyine BMO Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;12:43;M2T;700698;33.907265;-5.540671;2,1268E+11;lahmidyine;CASH PLUS;77717-A-7;1;;DM220385952;2,1268E+11;;;0
Magazin no 5 residence ibno sina A3 habous Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;13:00;M2T;701335;33.90315;-5.53173;2,12536E+11;MEK ALLALELFASSI;CASH PLUS;77717-A-7;1;;DM220385952;2,12536E+11;;;0
av jamal eddine al afghani hamria Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;13:18;M2T;702152;33.89363;-5.536291;2,12662E+11;SOUK MLILIYA;CASH PLUS;77717-A-7;1;;DM220385952;2,12662E+11;;;0
IMM 37 MAG 2 BELLE VUE 3 SBZ Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;13:34;M2T;700215;33.884924;-5.550817;2,12662E+11;ZAHWA;CASH PLUS;77717-A-7;1;;DM220385952;2,12662E+11;;;0
N176 Agdal Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;13:42;M2T;002735;33.880754;-5.544485;2,12662E+11;Chaabi Cash Benatrav;M2T;77717-A-7;1;;DM220385952;2,12662E+11;;;0
82 Rue Maarka Zitoune Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;13:55;M2T;700118;33.867308;-5.545821;2,1268E+11;MAARKA ZEITOUNE;CASH PLUS;77717-A-7;1;;DM220385952;2,1268E+11;;;0
Bd Bir Anzarane Quartier Saada 50006 SIDI BOUZEKRI MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:03;M2T;083989;33.866245;-5.536445;2,127E+11;BC MEKNES SIDI BOUZEKRI;BARID CASH;77717-A-7;1;;DM220385952;2,127E+11;;;0
N1490 MARJANE 5 MEKNES Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:10;M2T;700067;33.86114;-5.53259;2,12665E+11;MEKSIDIBOUZEKRI;CASH PLUS;77717-A-7;1;;DM220385952;2,12665E+11;;;0
N 35 INARA 3 SIDI BOUZAKRI Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:19;M2T;700803;33.855225;-5.527703;2,12663E+11;AL INARA MEKNES;CASH PLUS;77717-A-7;1;;DM220385952;2,12663E+11;;;0
127 MARJANE 4 Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:32;M2T;701015;33.85826;-5.53455;2,12664E+11;MEKSIDIBOUZEKRI2;CASH PLUS;77717-A-7;1;;DM220385952;2,12664E+11;;;0
Rue 38 N°107 Hay Atlas 1 Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:43;M2T;701842;33.85547;-5.54369;2,12777E+11;sidi bouzkri lhay;CASH PLUS;77717-A-7;1;;DM220385952;2,12777E+11;;;0
MAG N13,IMM AB1,lotissement WAFAE 1 i lot2 , Hay A Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;14:53;M2T;700259;33.851989;-5.550719;2,12688E+11;WAFAE HAY ANAIM;CASH PLUS;77717-A-7;1;;DM220385952;2,12688E+11;;;0
3 Hay Naim 6 Mekness Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:00;M2T;002793;33.84962;-5.55306;2,12649E+11;Chaabi Cash Cash GH;M2T;77717-A-7;1;;DM220385952;2,12649E+11;;;0
Mag 3 Au N°305 Res Rahma Lot Riad Al Ismailia Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:12;M2T;701139;33.855248;-5.567158;2,12662E+11;Mosquée Anassi;CASH PLUS;77717-A-7;1;;DM220385952;2,12662E+11;;;0
Riad Zitoun 10 Marjane Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:21;M2T;002803;33.8598646;-5.5683842;2,12664E+11;Chaabi Cash Mabchour You;M2T;77717-A-7;1;;DM220385952;2,12664E+11;;;0
n 947marjane 2 meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:30;M2T;700082;33.860461;-5.574898;2,1262E+11;MEKALMARJANE;CASH PLUS;77717-A-7;1;;DM220385952;2,1262E+11;;;0
N84 Kissariat Dar Smen Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:40;M2T;002703;33.8661427;-5.5813686;2,12661E+11;Chaabi Cash CCCTeam;M2T;77717-A-7;1;;DM220385952;2,12661E+11;;;0
Imm A 18 Magasin N1 Mansour 1 Meknes Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:45;M2T;002789;33.86617;-5.581407;2,1267E+11;Chaabi Cash Golden Ombre;M2T;77717-A-7;1;;DM220385952;2,1267E+11;;;0
IM E 5 MAG 20 AL MANSOUR ZERKA Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:52;M2T;700864;33.865555;-5.585668;2,12662E+11;MANSOUR ZERKA;CASH PLUS;77717-A-7;1;;DM220385952;2,12662E+11;;;0
Imm A17 Magasin N1 Al Mansour 2 Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;15:57;M2T;002727;33.866812;-5.585171;2,12661E+11;Chaabi Cash RWJS;M2T;77717-A-7;1;;DM220385952;2,12661E+11;;;0
4éme Tranche Diour Essalam Hay Al Amane Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:09;M2T;700164;33.879135;-5.581663;2,12661E+11;MEKNES DORA SERVICES;CASH PLUS;77717-A-7;1;;DM220385952;2,12661E+11;;;0
n° 243 hay atakadom meknès esmailiya Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:16;M2T;700900;33.87929;-5.57783;2,12679E+11;MOSQUEE SOUSSI;CASH PLUS;77717-A-7;1;;DM220385952;2,12679E+11;;;0
254 FATIHA 4 HAY TAKADOUM MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:25;M2T;098793;33.88509;-5.579455;2,12213E+11;SC MEKNES HAY TAKADOUM;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
N°21 RUE KHARRAZ BAB JDID Meknesbab jdid Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:37;M2T;701132;33.896634;-5.569717;2,12603E+11;bab jdid;CASH PLUS;77717-A-7;1;;DM220385952;2,12603E+11;;;0
1765 BD Driss El Yamouri Belarbi Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:48;M2T;700345;33.902424;-5.579603;2,12536E+11;YAMOURI;CASH PLUS;77717-A-7;1;;DM220385952;2,12536E+11;;;0
Galerie Bennour Angle Bd El Qods Et Rue Abdeslam El Mezgueldi Riad Meknes N10 Meknes Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:53;M2T;002756;33.900826;-5.579583;2,12667E+11;Chaabi Cash Riad Money;M2T;77717-A-7;1;;DM220385952;2,12667E+11;;;0
N19 Rue 3 Zerhounia Meknes Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;16:58;M2T;002726;33.90086;-5.57959;2,12626E+11;Chaabi Cash Nait Ahmed services;M2T;77717-A-7;1;;DM220385952;2,12626E+11;;;0
NÃ¸ 177, Avenu El Wifak, Al Farissia 50055 MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;17:05;M2T;083635;33.8975076;-5.5806926;2,12213E+11;BC MEKNES EL WIFAK;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
53 RUE ADMINISTRATIF TOULAL MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;17:19;M2T;097948;33.889046;-5.59662;2,12213E+11;POPCASH TOULAL;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
43 BIS LOT TRAVAUX PUBLICS TOULAL Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;17:31;M2T;701205;33.885402;-5.596305;2,12664E+11;TOULALFR;CASH PLUS;77717-A-7;1;;DM220385952;2,12664E+11;;;0
N 86 RUE 64 OUJEH AROUSSE Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;17:36;M2T;700119;33.885444;-5.596204;2,1268E+11;OUJEHAROUSS2;CASH PLUS;77717-A-7;1;;DM220385952;2,1268E+11;;;0
216 LOT OULJAT LMRANI TOUARGA Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;17:52;M2T;701154;33.873932;-5.562491;2,12766E+11;MEKTOUARGA;CASH PLUS;77717-A-7;1;;DM220385952;2,12766E+11;;;0
Rue Abdellah Chefchaouni Bâ€šni M'hamed 50003 MEKNES CASABLANCA;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;18:07;M2T;083894;33.8808497;-5.5627741;2,12213E+11;BCÃ¿MEKNES BNI MHAMED;BARID CASH;77717-A-7;1;;DM220385952;2,12213E+11;;;0
MAGASIN N°3 AVENUE ABDELKARIM EL KHATTABI SBATA Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;18:16;M2T;700167;33.882083;-5.568598;2,12649E+11;SBATA MEKNES;CASH PLUS;77717-A-7;1;;DM220385952;2,12649E+11;;;0
28 BIS BAB QNAOUA ROUAMZIN Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;18:27;M2T;701367;33.894486;-5.560566;2,12536E+11;MEKROUAMZIN;CASH PLUS;77717-A-7;1;;DM220385952;2,12536E+11;;;0
IMM MAGASIN 3 RÉSIDENCE Amira 3 ANGLE RUE D'ALGER Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;18:42;M2T;702136;33.89896;-5.54084;2,12675E+11;RUE D'ALGER;CASH PLUS;77717-A-7;1;;DM220385952;2,12675E+11;;;0
Immeuble 47,Lotissement Kortoba 50000 meknŠs Meknès;Yacine Atti;;;;;10:00-19:00;;30/03/2022;5;;18:47;M2T;083990;33.898929;-5.540772;2,127E+11;BC MEKNES KORTOBA;BARID CASH;77717-A-7;1;;DM220385952;2,127E+11;;;0
HAY PAM SIDI BOUHARIA CENTRE CASABLANCA;mohamed Gibril Ansari ;;;;;10:00-19:00;;30/03/2022;5;;10:03;M2T;097532;34.738805;-2.361657;2,12213E+11;MRC SIDI BOUHRIA;BARID CASH;6401-T-6;1;;DM220385952;2,12213E+11;;;0
Centre Tnine Loudaya 40253 MARRAKECH CASABLANCA;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;09:59;M2T;083405;31.634402;-8.245071;2,12213E+11;BC TNINE OUDAYA;BARID CASH;23645-E-6;1;;DM220385952;2,12213E+11;;;0
Imm C M01 Secteur B Chwiter Chwiter;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;11:39;M2T;003812;31.5766795;-7.815603;2,12662E+11;Chaabi Cash El Aouni Services;M2T;23645-E-6;1;;DM220385952;2,12662E+11;;;0
AIT OURIR CASABLANCA;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;12:09;M2T;097802;31.5634338;-7.6710889;2,12213E+11;SGTP JAMAA GHEMAT;BARID CASH;23645-E-6;1;;DM220385952;2,12213E+11;;;0
centre ait Ourir Ait ourir;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;12:16;M2T;702036;31.562549;-7.668425;2,12662E+11;Place des taxis ait ourir;CASH PLUS;23645-E-6;1;;DM220385952;2,12662E+11;;;0
quartier gougharba coté de la B.P Ait Tourir Ait ourir;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;12:29;M2T;701981;31.564521;-7.661354;2,12662E+11;AITOURIR;CASH PLUS;23645-E-6;1;;DM220385952;2,12662E+11;;;0
RUE ADMINISTRATIF SIDI REHAL KALAAT SERAGHNA Sidi rahhal sud;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;13:28;M2T;097801;31.6408198;-7.4714173;2,12661E+11;SGTP SIDI RAHHAL;BARID CASH;23645-E-6;1;;DM220383136;2,12661E+11;;;0
A Av laayoune près de gare routière demnate Demnate;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;14:58;M2T;701470;31.732187;-7.005256;2,12662E+11;DEMNATE FR2;CASH PLUS;23645-E-6;1;;DM220383136;2,12662E+11;;;0
DR AIT LAHCEN OU ALI AIT BLAL DEMNATT Demnate;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;16:12;M2T;702386;31.690103;-6.718239;2,12696E+11;AIT BLAL;CASH PLUS;23645-E-6;1;;DM220383136;2,12696E+11;;;0
Centre Sahrij 43252 EL KELAA DES SRAGHNA Assahrij;Rachid  goissif;;;;;10:00-19:00;;30/03/2022;5;;18:03;M2T;083401;31.80322;-7.14977;2,12702E+11;BC SAHRIJ;BARID CASH;23645-E-6;1;;DM220383136;2,12702E+11;;;0
N414 / 412 Avenue Reda Guedira Sebata Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:00;M2T;000112;33.5547622;-7.5749776;2,12628E+11;Chaabi Cash Service Ennil;M2T;34599 - B - 7;1;;DM220385952;2,12628E+11;;;0
Rue 4 Jamila 7 hay jamila citâ€š djemaa 20045 CASABLANCA CASABLANCA;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:20;M2T;083783;33.540814;-7.571527;2,12213E+11;BC CASA HAY JAMILA;BARID CASH;34599 - B - 7;1;;DM220385952;2,12213E+11;;;0
Boulevard Tah Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:30;M2T;700461;33.5349977;-7.57814;2,12522E+11;Boulevard Tah;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12522E+11;;;0
JAMILA 5 N 57 BD MOHAMED DERRA Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:41;M2T;700062;33.541175;-7.57844;2,12663E+11;CASTERMINUS81;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12663E+11;;;0
Rompoint Mohamed 6 & Driss El Harti Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:49;M2T;700371;33.5433;-7.58092;2,12523E+11;HARTI;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12523E+11;;;0
Jamila 1 Rue N6 N113 Cd Anassi 17 Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;10:56;M2T;009232;33.5471339;-7.5813196;2,12662E+11;Chaabi Cash Service Zine Maroc;M2T;34599 - B - 7;1;;DM220385952;2,12662E+11;;;0
JAMILA 2 RUE 12 Nø8 CASABLANCA Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:03;M2T;098183;33.5491734;-7.5830452;2,12632E+11;BC BD KSAR LBHAR;BARID CASH;34599 - B - 7;1;;DM220385952;2,12632E+11;;;0
N 573 KSAR LABHAR II BD 6 NOVEMBRE Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:10;M2T;701910;33.552151;-7.58334;2,12664E+11;KSARLABHAR II;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12664E+11;;;0
Bd Panoramique. Ain Chock 20153 CASABLANCA CASABLANCA;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:22;M2T;083696;33.556079;-7.5965993;2,12213E+11;BC CASA AIN CHOK;BARID CASH;34599 - B - 7;1;;DM220385952;2,12213E+11;;;0
Hay Ingrit Ben Lamdoune Hay rmila 20062 CASABLANCA CASABLANCA;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:29;M2T;083782;33.5570691;-7.5992668;2,12213E+11;BC CASA HAY RMILA;BARID CASH;34599 - B - 7;1;;DM220385952;2,12213E+11;;;0
N298 Bis Bd Panoramique Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:43;M2T;700343;33.5544419;-7.6006793;2,12522E+11;PANORAMIQUE;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12522E+11;;;0
Bd El Khalil/Hay Mly Abdellah n? 106 Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;11:51;M2T;700342;33.5477;-7.59905;2,12523E+11;ALKHALIL;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12523E+11;;;0
Rue 201 Quartier Mly Abdellah Bd El Qods 20154 CASABLANCA CASABLANCA;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;12:17;M2T;083924;33.539446;-7.593238;2,12213E+11;BC CASA MCALLA;BARID CASH;34599 - B - 7;1;;DM220385952;2,12213E+11;;;0
151 Rue 23 Mandarona Ain Chok Ain Chok Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;12:38;M2T;009129;33.5307265;-7.6156195;2,12674E+11;Chaabi Cash Oumalid;M2T;34599 - B - 7;1;;DM220385952;2,12674E+11;;;0
68 BD ABOU BAKR EL KADIRI SIDI MAAROUF Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;13:16;M2T;701390;33.532719;-7.647499;2,12523E+11;ABOUBAKR EL KADIRI;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12523E+11;;;0
M 2 IMM 1 MENARA NASSIM LISSASFA Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;13:41;M2T;701250;33.5449538;-7.6755201;2,12674E+11;MENARA NASSIM;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12674E+11;;;0
Imm 14 Lissasfa Programme Menara Nassim Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;13:57;M2T;000523;33.5230814;-7.6602357;2,1268E+11;Chaabi Cash M2t - Casablanca - Nassim;M2T;34599 - B - 7;1;;DM220385952;2,1268E+11;;;0
Lotissemnt Ennassim , Lissasfa Hay Hassani 20076 Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;14:07;M2T;083957;33.519209;-7.6578185;2,127E+11;BC CASA ENNASSIM;BARID CASH;34599 - B - 7;1;;DM220385952;2,127E+11;;;0
Immeuble 88 gh 2 résidence el mostakbal sidi maaro Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;14:25;M2T;701392;33.5293681;-7.6486953;2,12523E+11;CASA SIDI MAAROUF;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12523E+11;;;0
Lot Al Wouroud Nb 109 Sidi Maarouf Casablanca Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;14:44;M2T;009406;33.518209;-7.6510096;2,1264E+11;Chaabi Cash Ouroud Plus;M2T;34599 - B - 7;1;;DM220385952;2,1264E+11;;;0
rue abou baker kadiri hay pam Casablanca;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;15:05;M2T;701647;33.5094109;-7.6573255;2,12688E+11;first sidi maarouf;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12688E+11;;;0
Km 17 R 109 Bouskoura 27182 NOUACEUR CASABLANCA;Abderhmane Hamse;;;;;10:00-19:00;;30/03/2022;5;;15:37;M2T;083780;33.45643;-7.650299;2,12213E+11;BC BOUSKOURA;BARID CASH;34599 - B - 7;1;;DM220385952;2,12213E+11;;;0
immeuble rachidi centre de bouskoura n 5bousekoura Bouskoura;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;15:42;M2T;700462;33.4566405;-7.6499934;2,12523E+11;Centre Bouskoura;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12523E+11;;;0
24 DIAR ANDALOUS GH 3 IMM 1 Bouskoura;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;15:49;M2T;701410;33.4608385;-7.6461874;2,12663E+11;DIAR AL ANDALOUS;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12663E+11;;;0
DR Lahwami Res Al Jazira, IMM B6 N°110 BIS Bouskoura;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;16:05;M2T;700673;33.4570247;-7.6652896;2,12666E+11;Lahwami;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12666E+11;;;0
LOT ANNASR BLOC 24 N 64OULED SALEH Bouskoura;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;16:33;M2T;701745;33.411708;-7.677703;2,12666E+11;Ouled saleh;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12666E+11;;;0
Pole Urbain Nouaceur Ea N186 Nouaceur Nouaceur;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;18:22;M2T;009426;33.3864885;-7.5439411;2,12661E+11;Tasshilat Laverie Blanchisserie Pressing Nouasser;M2T;34599 - B - 7;1;;DM220385952;2,12661E+11;;;0
OPERATION ANNAKHIL ETAGE MG APPT 2 TR 9 NOUACEUR Nouaceur;Abderhmane Hamse;;;;;14:00-19:00;;30/03/2022;5;;18:45;M2T;702076;33.364503;-7.547112;2,12662E+11;CHAABI NOUACER;CASH PLUS;34599 - B - 7;1;;DM220385952;2,12662E+11;;;0
