
Plaque d'immatriculation;Agent;Date de depart;Date d'echeance;Creneau horaire de passage;Type d'intervention;Heure de passage prevu;Duree;Commentaires;Identifiant externe;Identifiant externe client;Prenom;Nom;Mobile;Telephone;Courriel;Adresse;Latitude;Longitude;Competence;Agent privilegie;Poids;Volume;Référence de commande;Hub;Partner;ID;VILLE;Pays;CS;Expéditeur
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;13:18;5;;GMF8CUMO;700170;Passage CNSS;JAYCH EL MALAKI 2;+212659848795;+212659848795;;N 98 FACADE NAKHLA 2 AV DES FAR El kelaa des sraghna;32.0577;-7.40687;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;13:25;5;;WCHNPPTX;097893;Passage CNSS;AGICASH KELAA SRAGHNA EL QODS;+212668065409;+212668065409;;HAY EL MERSS Nø156 AL QODS KELAA SRAGHNA El kelaa des sraghna;32.05598;-7.40086;;;1;0;DM220497837;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;09:00-17:00;;13:31;5;;M38UXZSI___;;;Moroccan Bazaar, Es saidi merieme;+212613385170;+212613385170;;Awatif 2 n 907 El kelaa des sraghna;32.0550961;-7.400287199999999;;;1;0;;;;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;09:00-17:00;;13:36;5;;AILLTVGG___;;;MEZGOUR MOHAMED, Alami amiri;+212655620195;+212655620195;;kelaa sraghna 44 El kelaa des sraghna;32.0550961;-7.400287199999999;;;1;0;;;;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;14:23;5;;QY97OHQ7;700918;Passage CNSS;DECHRA;+212682199371;+212682199371;;Route Principale Commune Rurale Dechra El kelaa des sraghna;32.19083;-7.18624;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;16:17;5;;UALDNWTX;701763;Passage CNSS;OUARGUI;+212666206143;+212666206143;;CENTRE OUARGUI CR OUARGUI EL KELAA DES SRAGHNA Ataouia;31.818289;-7.216901;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;16:33;5;;VDHENEVE;083904;Passage CNSS;BC ATTAOUIA ECHCHEIBIYA;+212602393083;+212602393083;;Quartier Administratif 43102 LAATTAOUIA Laattaouia;31.833531;-7.312111;;;1;0;DM220497837;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;17:50;5;;ZT2D1CHJ;097801;Passage CNSS;SGTP SIDI RAHHAL;+212661116654;+212661116654;;RUE ADMINISTRATIF SIDI REHAL KALAAT SERAGHNA Sidi rahhal sud;31.6408198;-7.4714173;;;1;0;DM220497837;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;18/04/2022;;10:00-19:00;;18:35;5;;DIWMPSME;702366;Passage CNSS;OULED HASSOUNE;+212655603011;+212655603011;;CENTRE COMMUNE OULED HASSOUNE Ouled hassoune;31.64897;-7.83417;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;09:22;5;;LENTNKZE___;;;M2T, ES9386Tasshilat Beecrea;+212631232519;+212631232519;;Al Hassania 2 Rue 3 N111 Ben Msik Casablanca 00 Casablanca;33.5559525;-7.5816073;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;09:30;5;;JFJUCJMQ___;;;inwi, OUALI IMANE;+212626334441;+212626334441;;00 HAY ARTISANAT RUE 6 NRD 63 Casablanca;33.5473199;-7.5809067;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;10:00;5;;FKZUG2OV;009232;Passage CNSS;Chaabi Cash Service Zine Maroc;+212661858543;+212661858543;;Jamila 1 Rue N6 N113 Cd Anassi 17 Casablanca Casablanca;33.5471339;-7.5813196;;;1;0;DM220497837;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;10:06;5;;QEFM4LNQ;098183;Passage CNSS;BC BD KSAR LBHAR;+212632141141;+212632141141;;JAMILA 2 RUE 12 Nø8 CASABLANCA Casablanca;33.5491734;-7.5830452;;;1;0;DM220497837;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:13;5;;OBODHG4T___;;;M2T, ES9371Chaabi Cash Super Print;+212661263647;+212661263647;;14 Rue 250 Hay Moulay Abdellah Casablanca Casablanca00 Casablanca;33.5461221;-7.5973742;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:19;5;;3P65NISP___;;;CNSS, M2T_CASH PLUS_700342;+212522507162;+212522507162;;Bd El Khalil/Hay Mly Abdellah n? 106 Casablanca;33.5477;-7.59905;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;10:24;5;;3L8T9NEQ;700342;Passage CNSS;ALKHALIL;+212522507162;+212522507162;;Bd El Khalil/Hay Mly Abdellah n? 106 Casablanca;33.5477;-7.59905;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:32;5;;TZANVAMN___;;;inwi, FAHIM RACHID;+212622876979;+212622876979;;00 andalouss 02 rue 03 numero 51 polo Casablanca;33.5539229;-7.6084;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:37;5;;R3GRSPXY___;;;Action Goodies Commerciales, Ali chorfi;+212522477319;+212522477319;;00 Bd Panoramique Casablanca 20000 Casablanca;33.5526134;-7.6077569;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:48;5;;O31XQV0O___;;;inwi, GUILLOUNI MOHAMED;+212661770263;+212661770263;;00 AIN CHOCK RUE 34 IMMEUBLE N°13 1er étage Casablanca;33.5334065;-7.6106263;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:53;5;;SON7W91L___;;;ASK SHOP, Askshop;+212603407640;+212603407640;;720, Bd Al Qods, lotissement Omarya (juste à côté de la pâtisserie les quatre cerises) Casablanca;33.53443500000001;-7.610948800000001;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;10:59;5;;O5AZG2BD___;;;inwi, Mourad nadir;+212623535502;+212623535502;;00 AIN CHOCK AVENUE ALQODS CAFE FAGOUSTA - CASABLANCA Casablanca;33.5317396;-7.616888199999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:05;5;;RDG5CDPA___;;;inwi, CHERKAOUI NEZHA;+212602371563;+212602371563;;00 LAMKANSSA 4 BLOC B RUE 22 NR 2 AIN CHOK CASA Casablanca;33.5305071;-7.6151596;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:12;5;;GTSI6IPQ___;;;QITAB, NIHAL GRII;+212641665577;+212641665577;;00 Tasnim Californie 2B etage 3 apt 8 Casablanca;33.5282271;-7.621078600000001;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:17;5;;VLHWACLI___;;;QITAB, leila smili;+212661311669;+212661311669;;Lot El Baraka Quartier Californie, الدار البيضاء Casablanca;33.5282271;-7.621078600000001;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:24;5;;5VKCJPAC___;;;Moroccan Bazaar, Souheil Badaa;+212661911482;+212661911482;;9 Boulevard Saadioune Casablanca;33.5319362;-7.6279447;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:32;5;;3483ZQ5O___;;;IRIS.MA, Mohamed Aloaui kadiri;+212655395282;+212655395282;;Sidi maarouf Florida LOT HOUSSNI NÂ°33 Casablanca 200190 200109 Casablanca Maroc Casablanca;33.537906;-7.6439333;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:37;5;;B13ACYJL___;;;Action Goodies Commerciales, Fahd Bennani PDG;+212529078888;+212529078888;;00Siège inwi Lot lina n 328 Sidi Mâarouf Casablanca Casablanca;33.5384946;-7.6417868;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;11:43;5;;TO5UNRKO___;;;CBI, CBI SIDI MAAROUF;+212600000000;+212600000000;;CBI Building, 29 Lotissement Attaoufik, Sidi Maarouf 20100 Casablanca;33.5412022;-7.6439512;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;11:54;5;;FHQMKTNB;701250;Passage CNSS;MENARA NASSIM;+212673816164;+212673816164;;M 2 IMM 1 MENARA NASSIM LISSASFA Casablanca;33.5449538;-7.6755201;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:05;5;;ELTPES9I___;;;Moroccan Bazaar, فاطمة شافي;+212687655978;+212687655978;;Hay nassim Imm 171 Num 10 Casablanca;33.5157241;-7.6697323;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:14;5;;C7MLOWAU___;;;inwi, SAADAOUI ABDERRAHMEN;+212637302182;+212637302182;;00 BOULEVRAD WLAD ZIANE RESIDENCE LES CHAMPS IMM O APPARTEMENT 13 3 EME ETAGE Casablanca;33.523981;-7.658625799999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:23;5;;JFHO3KJD___;;;Moroccan Bazaar, Rajaa Moussaid;+212688997470;+212688997470;;sidi bernoussi katafa rue mouad ibnou jabal N 06 Casablanca;33.5261981;-7.64635;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:29;5;;X3MSRDTW___;;;Action Goodies Commerciales, nawal gharmili sefrioui;+212660211211;+212660211211;;00 Immeuble les Quatre temps Sidi Maârouf La Coline II Casablanca 20000 Casablanca;33.5303986;-7.6444658;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:34;5;;RQFWZOIF___;;;M2T, M2t;+212522873747;+212522873747;;ESPACE PERLA LA COLLINE N 22 SIDI MAAROUF Casablanca;33.5303986;-7.6444658;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;12:41;5;;9U7CIJ6P;701392;Passage CNSS;CASA SIDI MAAROUF;+212522581676;+212522581676;;Immeuble 88 gh 2 résidence el mostakbal sidi maaro Casablanca;33.5293681;-7.6486953;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:47;5;;EPZNXSOD___;;;M2T, ES9739Tasshilat Nouass;+212663084008;+212663084008;;Av Mostaid Casablanca tashilat Casablanca;33.5326726;-7.6500318;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:53;5;;JKQGCPRH___;;;Action Goodies Commerciales, M. Kabli Adil;+212522977540;+212522977540;;00 Société générale al mostakbal boulevard annakhil bloc F.R.P sidi Maarouf casablanca Casablanca;33.5317944;-7.6480956;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;12:59;5;;FNDXPKHL___;;;SUPERBRIKOL, Sanaa;+212698128608;+212698128608;;Résidence izdihar 5 bouskoura appartement 3 étage 4 Casablanca Casablanca;33.5292514;-7.6489148;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:07;5;;VSNVRWO9___;;;Action Goodies Commerciales, Filali Baba;+212522335305;+212522335305;;323 LOT LINA SIDI MAAROUF Casablanca 20190 Casablanca;33.5194524;-7.6517475;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;13:12;5;;RTMHYQNK;009406;Passage CNSS;Chaabi Cash Ouroud Plus;+212640401482;+212640401482;;Lot Al Wouroud Nb 109 Sidi Maarouf Casablanca Casablanca;33.518209;-7.6510096;;;1;0;DM220497837;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:20;5;;HKIZHUA0___;;;Moroccan Bazaar, Fouzia;+212667076391;+212667076391;;Casa sidi maârouf 00 Casablanca;33.5155613;-7.658315999999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:25;5;;MPNUMQJW___;;;Moroccan Bazaar, Ghizlane douaji;+212705575666;+212705575666;;Sidi maarouf Residence lmehdi imm 28 Casablanca;33.5155613;-7.658315999999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:30;5;;DCIH8YUR___;;;Moroccan Bazaar, شروق زهري;+212621314109;+212621314109;;Rue abou bakr alkadri sidi maarouf 00 Casablanca;33.5155613;-7.658315999999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:35;5;;YX0HHATP___;;;Moroccan Bazaar, Chorok zouhri;+212621314109;+212621314109;;Rue abo baker al qadiri sidi maarouf 00 Casablanca;33.5155613;-7.658315999999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:40;5;;PL9ED8L5___;;;inwi, LATIF FATIMA;+212618024994;+212618024994;;00 SIDI MAAROUF 5 LOT EL AHALI IMMEUBLE D 3ème étage APPARTEMENT N°182 Casablanca;33.5155613;-7.658315999999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:47;5;;UODECC1Q___;;;GREEN LAST MILE, jamila masloh;+212662823531;+212662823531;;00 résidence amine num 159 rue 41 quartier amine sidi maarouf Casablanca;33.5135247;-7.654899599999999;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;13:53;5;;W4FRAAI9___;;;Action Goodies Commerciales, Slm;+212674029634;+212674029634;;80, Numéro 20, Quartier Industriel Sidi Maarouf, Bd Abou Bakr El Kadiri Casablanca;33.5127124;-7.6561255;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;13:59;5;;EKQQGYFX;701647;Passage CNSS;first sidi maarouf;+212687502149;+212687502149;;rue abou baker kadiri hay pam Casablanca;33.5094109;-7.6573255;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;14:00-19:00;;14:28;5;;Q5MJGZNM;701745;Passage CNSS;Ouled saleh;+212665827544;+212665827544;;LOT ANNASR BLOC 24 N 64OULED SALEH Bouskoura;33.411708;-7.677703;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;14:00-19:00;;14:44;5;;FE4WA8DY;098937;Passage CNSS;SAHATEL BOUSKOURA;+212645290039;+212645290039;;25 ZONE INDUSTRIELLE OULED SALEH ETAGE RC LOTISSEMENT FB 25 OULED SALAH Nouaceur;33.4308513;-7.6398604;;;1;0;DM220497837;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;14:00-19:00;;15:24;5;;48MSEPAL;702076;Passage CNSS;CHAABI NOUACER;+212661672197;+212661672197;;OPERATION ANNAKHIL ETAGE MG APPT 2 TR 9 NOUACEUR Nouaceur;33.364503;-7.547112;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-13:00;;15:36;5;;BP9FSPXA;702261;Passage CNSS;Lotissement massira;+212626469662;+212626469662;;9H1 RDC LOTISSEMENT EL MASSIRA DEROUA Deroua;33.40075;-7.53467;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;10:00-19:00;;15:58;5;;80JA6SPY;700461;Passage CNSS;Boulevard Tah;+212522219085;+212522219085;;Boulevard Tah Casablanca;33.5349977;-7.57814;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:06;5;;1AJCU64W___;;;inwi, MOHAMED TARMOUNIA;+212690906414;+212690906414;;00 LAMKANSSA 4 BC B RUE 39 N 4 Casablanca;33.5281163;-7.5816073;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:13;5;;EMD0YPNF___;;;inwi, BENJAA YASSINE;+212641463796;+212641463796;;00 AIN CHOK HAY KARIM IMM 05 ETG 1 Casablanca;33.5338589;-7.5831493;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:18;5;;WAMD9WID___;;;inwi, MOUNASSIR OMAR;+212625287014;+212625287014;;00 ANDALOUS 3 RUE 7 NR 20 BIN MEDOUN AIN CHOK Casablanca;33.5338589;-7.5831493;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:23;5;;S8WDIPY6___;;;Moroccan Bazaar, Narjis Nouamou;+212608989861;+212608989861;;ain choke hay lala khadija rue 10 N 99 Casablanca;33.5338589;-7.5831493;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:30;5;;QW94QAMV___;;;inwi, FASSIR EL HOUSSINE;+212637323656;+212637323656;;00 24 RUE 101 ETG 2 HAY MY ABDELLAH CASABLANCA Casablanca;33.5403502;-7.5856011;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:35;5;;ROWZ9VGX___;;;BADDOU SAID, Asmae heddoun;+212663108680;+212663108680;;Quartier anomalie tajziat Anna rue 18 lotissement 282 Ain chock Casablanca;33.541398;-7.5848966;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:43;5;;JCG9GCX5___;;;inwi, MABSOUT SALIMA;+212676143897;+212676143897;;00 JAMILA 4 RUE 90 N 32 SEBATA Casablanca;33.54749;-7.57078;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:50;5;;BOHAAUET___;;;Moroccan Bazaar, عبد الباري رضوان;+212629477694;+212629477694;;Derb khaled rue 20 karyat al jamaa Casablanca;33.5538685;-7.5717317;;;1;0;;;;;;;;
34599 - B - 7;Abderhmane Hamse;18/04/2022;;09:00-17:00;;16:56;5;;2KIKYRAF___;;;M2T, ES112Chaabi Cash Service Ennil;+212627585734;+212627585734;;N414 / 412 Avenue Reda Guedira Sebata Casablanca 00 Casablanca;33.5548632;-7.5750765;;;1;0;;;;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;09:00-17:00;;09:02;5;;GJFGDEYY___;;;TOP MACHINERY ( BRICONET ), LAGNINE MEHDI;+212627560498;+212627560498;;00 GHAZWA PROVINCE D'ESSAOUIRA Essaouira;31.5084926;-9.7595041;;;1;0;;;;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;09:00-17:00;;09:07;5;;SWKNV48V___;;;inwi, BYZOUKINE RAKIA;+212638946798;+212638946798;;00 352 LOT AZLEF ESSAOUIRA Essaouira;31.5084926;-9.7595041;;;1;0;;;;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;09:00-17:00;;09:12;5;;TP1CTVNY___;;;SAID OUNIR, bourras mohamed;+212622386679;+212622386679;;essouira 00 Essaouira;31.5084926;-9.7595041;;;1;0;;;;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;10:55;5;;WE4T7YBP;083455;Passage CNSS;BC TAFTECHT;+212637286193;+212637286193;;Centre Tafetacht 44102 Tafetachte Tafetachte;31.5817064;-9.2533878;;;1;0;DM220497837;M2T;BARID CASH;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;16:34;5;;B2JQJW6A;098868;Passage CNSS;BC EC SMIMOU;+212661765248;+212661765248;;BOULEVARD EL MASIRA KHADRA ROUTE PRINCIPAL Nø 1 LIANTE ENTRE ESSAOUIRA ET AGADIR Smimou;31.206128;-9.703892;;;1;0;DM220497837;M2T;BARID CASH;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;17:31;5;;DEWYDXNS;006510;Passage CNSS;Chaabi Cash Ghazoua Cashe;+212671018346;+212671018346;;Magasin N24 Sis A Essaouira El Jadida Essaouira Essaouira;31.449418;-9.732889;;;1;0;DM220497837;M2T;M2T;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;17:58;5;;GR6DBAIJ;701075;Passage CNSS;El Mostakbal Essaouira;+212662294381;+212662294381;;mohamed el yazidi Essaouira;31.499182;-9.75636;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;18:05;5;;3ZEDL3XX;000565;Passage CNSS;Chaabi Cash M2t - Essaouira;+212666423356;+212666423356;;N 5 Association Essaouira Darna Quartier Aflef Essaouira Essaouira;31.504044;-9.756928;;;1;0;DM220497837;M2T;M2T;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;18:13;5;;I6UW8MPI;701913;Passage CNSS;AL AQABA;+212666669113;+212666669113;;GARAGE N 1 LOT 17 RUE BAHNINI LOTISSEMENT TAMANAR Essaouira;31.509629;-9.760175;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;18:23;5;;VOJP641L;701920;Passage CNSS;JRIFAT EL AQABA;+212707030710;+212707030710;;ÉCONOMIQUE N 92 AV ALAQABA ESSAOUIRA Essaouira;31.521033;-9.755101;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;18:33;5;;PG4KU19O;700989;Passage CNSS;ESSAOUIRA;+212524476810;+212524476810;;n 55 bis BD mly idriss 1 ESSAOUIRA Essaouira;31.515477;-9.761194;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;18/04/2022;;10:00-19:00;;18:40;5;;HCUDIEKO;083961;Passage CNSS;BC ESSAOUIRA PPAL;+212700087028;+212700087028;;Angle Bd Lalla Aicha et Bd Moukawama 44002 ESSAOUIRA Essaouira;31.5101521;-9.7666079;;;1;0;DM220497837;M2T;BARID CASH;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;09:59;5;;5MDN7KZ0;700157;Passage CNSS;TETOUAN AVENIDA;+212662187625;+212662187625;;3 PLACE AL ADALA Tétouan;35.5712456;-5.3764796;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;10:07;5;;AURLQK8C___;;;inwi, EL BESSAT ABDEILLAH;+212678801453;+212678801453;;00 TETOUANE AVENU KHALID BEN WALID N 1 ETAGE 1 Tétouan;35.56993740000001;-5.371607;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;10:19;5;;ROSCHRXT___;;;NUTRILIONZ, ILAYS AQBIB;+212614878061;+212614878061;;AV EL HAJEB 00 Tétouan;35.5644553;-5.3647138;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;10:26;5;;BUD2HRRQ;002091;Passage CNSS;Chaabi Cash Yasomar;+212613411213;+212613411213;;Avenue Ceuta NÂ°1 Tranche 2 Mhanneche 2 Tetouan Tétouan;35.56597;-5.36075;;;1;0;DM220497837;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;10:43;5;;FHC7PVKC;701184;Passage CNSS;SEDRAOUIA;+212661508801;+212661508801;;AVENUE MOHAMMED EL KHARRAZ RUE CHAAHOU BENOUNA N Tétouan;35.58431;-5.35809;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;10:53;5;;3P52R99X___;;;inwi, MARKOUSSE EL HASSAN;+212667626122;+212667626122;;00 BOULEVARD ABDERRAHIME BOU ABID IMMEUBME N°357 3ème étage APPARTEMENT N°14 Tétouan;35.5888995;-5.3625516;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;10:58;5;;RGLHSJV8___;;;TOP MACHINERY ( BRICONET ), RACHID RACHID;+212677817103;+212677817103;;00 RUE OTMAN BNO AFAN N°83 PROVINCE DE TÉTOUAN Tétouan;35.5888995;-5.3625516;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;11:03;5;;EMP2TWUQ___;;;inwi, BEN ALLAL MOUAD;+212633166319;+212633166319;;00 N° 48 RUE 11 BOULEVARD EL HIJERA - TETOUAN Tétouan;35.5888995;-5.3625516;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;09:00-17:00;;11:10;5;;MVJOW212___;;;inwi, AZZOUZ mohammed reDA;+212698926825;+212698926825;;00 AV OUED SABOU RUE 03 NR 04 Tétouan;35.5881547;-5.362531199999999;;;1;0;;;;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;11:34;5;;DI97RRYW;002349;Passage CNSS;Chaabi Cash Amziren Cash;+212667631765;+212667631765;;Av Omar Ben Abdelaziz Rue 8 N 2 Tetouan Tetouan Tétouan;35.57799;-5.38233;;;1;0;DM220497837;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;11:48;5;;XSMU1MWO;002345;Passage CNSS;Chaabi Cash Romana Services;+212670342061;+212670342061;;Av Abdellah Chefchaouni N202 Tetouan Tetouan Tétouan;35.56853;-5.39318;;;1;0;DM220497837;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;18/04/2022;;10:00-19:00;;12:03;5;;RV2TDO5L;098884;Passage CNSS;SBS TETOUAN HAY NASSIM;+212615187101;+212615187101;;QUARTIER ENASSIM Nø53 TETOUAN Tétouan;35.56804;-5.42193;;;1;0;DM220497837;M2T;BARID CASH;;;;;
57136 - A - 7;"Ali EL MOUSSALI ";18/04/2022;;10:00-19:00;;09:59;5;;S5WGBQKZ;701353;Passage CNSS;RABMANSOUR;+212537797971;+212537797971;;Secteur D N10 Hay Yaacoub El Mansour Rabat;33.9878;-6.87745;;;1;0;DM220497837;M2T;CASH PLUS;;;;;
57136 - A - 7;"Ali EL MOUSSALI ";18/04/2022;;09:00-17:00;;10:10;5;;C7HLYFPJ___;;;CNSS, M2T_M2T_001368;+212605867127;+212605867127;;Secteur C Nb2 Hay Sahrij Cym Hay Sahrij Yacoub El Mansour Rabat;33.98338330000001;-6.8873077;;;1;0;;;;;;;;
57136 - A - 7;"Ali EL MOUSSALI ";18/04/2022;;09:00-17:00;;10:15;5;;BPA8LGZL___;;;TURKISH FASHION , Imane malaki;+212670592101;+212670592101;;Yaakoub elmansour lakwas n 1 rabat Rabat;33.98338330000001;-6.8873077;;;1;0;;;;;;;;
