Plaque d'immatriculation;Agent;Date de depart;Date d'echeance;Creneau horaire de passage;Type d'intervention;Heure de passage prevu;Duree;Commentaires;Identifiant externe;Identifiant externe client;Prenom;Nom;Mobile;Telephone;Courriel;Adresse;Latitude;Longitude;Competence;Agent privilegie;Poids;Volume;Référence de commande;Hub;Partner;ID;VILLE;Pays;CS;Expéditeur
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;14:10;5;;2LRX45GV;700067;;MEKSIDIBOUZEKRI;2,12665E+11;2,12665E+11;;N1490 MARJANE 5 MEKNES Meknès;33.86114;-5.53259;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;14:19;5;;RPQ7UVTL;700803;;AL INARA MEKNES;2,12663E+11;2,12663E+11;;N 35 INARA 3 SIDI BOUZAKRI Meknès;33.855225;-5.527703;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;14:32;5;;IVNSCRHI;701015;;MEKSIDIBOUZEKRI2;2,12664E+11;2,12664E+11;;127 MARJANE 4 Meknès;33.85826;-5.53455;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;14:43;5;;CETPYDNH;701842;;sidi bouzkri lhay;2,12777E+11;2,12777E+11;;Rue 38 N°107 Hay Atlas 1 Meknès;33.85547;-5.54369;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;14:53;5;;XKFNK57E;700259;;WAFAE HAY ANAIM;2,12688E+11;2,12688E+11;;MAG N13,IMM AB1,lotissement WAFAE 1 i lot2 , Hay A Meknès;33.851989;-5.550719;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:00;5;;WSECLTPK;002793;;Chaabi Cash Cash GH;2,12649E+11;2,12649E+11;;3 Hay Naim 6 Mekness Meknes Meknès;33.84962;-5.55306;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:12;5;;RMIVIMEG;701139;;Mosquée Anassi;2,12662E+11;2,12662E+11;;Mag 3 Au N°305 Res Rahma Lot Riad Al Ismailia Meknès;33.855248;-5.567158;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:21;5;;4W2DZ46G;002803;;Chaabi Cash Mabchour You;2,12664E+11;2,12664E+11;;Riad Zitoun 10 Marjane Meknes Meknès;33.8598646;-5.5683842;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:30;5;;HDC7LRP9;700082;;MEKALMARJANE;2,1262E+11;2,1262E+11;;n 947marjane 2 meknes Meknès;33.860461;-5.574898;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:40;5;;OLKDCA0B;002703;;Chaabi Cash CCCTeam;2,12661E+11;2,12661E+11;;N84 Kissariat Dar Smen Meknes Meknès;33.8661427;-5.5813686;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:45;5;;Y3TMZLB5;002789;;Chaabi Cash Golden Ombre;2,1267E+11;2,1267E+11;;Imm A 18 Magasin N1 Mansour 1 Meknes Meknes Meknès;33.86617;-5.581407;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:52;5;;H3U3TH5L;700864;;MANSOUR ZERKA;2,12662E+11;2,12662E+11;;IM E 5 MAG 20 AL MANSOUR ZERKA Meknès;33.865555;-5.585668;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;15:57;5;;HUBEMFTV;002727;;Chaabi Cash RWJS;2,12661E+11;2,12661E+11;;Imm A17 Magasin N1 Al Mansour 2 Meknes Meknès;33.866812;-5.585171;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:09;5;;70HMT79R;700164;;MEKNES DORA SERVICES;2,12661E+11;2,12661E+11;;4éme Tranche Diour Essalam Hay Al Amane Meknès;33.879135;-5.581663;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:16;5;;FRQ6DLS4;700900;;MOSQUEE SOUSSI;2,12679E+11;2,12679E+11;;n° 243 hay atakadom meknès esmailiya Meknès;33.87929;-5.57783;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:25;5;;ORZVSQD5;098793;;SC MEKNES HAY TAKADOUM;2,12213E+11;2,12213E+11;;254 FATIHA 4 HAY TAKADOUM MEKNES CASABLANCA;33.88509;-5.579455;;;1;0;DM220385952;M2T;BARID CASH;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:37;5;;LX6SRZBK;701132;;bab jdid;2,12603E+11;2,12603E+11;;N°21 RUE KHARRAZ BAB JDID Meknesbab jdid Meknès;33.896634;-5.569717;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:48;5;;DNKVBJG7;700345;;YAMOURI;2,12536E+11;2,12536E+11;;1765 BD Driss El Yamouri Belarbi Meknès;33.902424;-5.579603;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:53;5;;EFRSG0LD;002756;;Chaabi Cash Riad Money;2,12667E+11;2,12667E+11;;Galerie Bennour Angle Bd El Qods Et Rue Abdeslam El Mezgueldi Riad Meknes N10 Meknes Meknes Meknès;33.900826;-5.579583;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;16:58;5;;TQFMQ6AG;002726;;Chaabi Cash Nait Ahmed services;2,12626E+11;2,12626E+11;;N19 Rue 3 Zerhounia Meknes Meknès;33.90086;-5.57959;;;1;0;DM220385952;M2T;M2T;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;17:05;5;;KZK4ZMQ9;083635;;BC MEKNES EL WIFAK;2,12213E+11;2,12213E+11;;NÃ¸ 177, Avenu El Wifak, Al Farissia 50055 MEKNES CASABLANCA;33.8975076;-5.5806926;;;1;0;DM220385952;M2T;BARID CASH;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;17:19;5;;HU3DSUTF;097948;;POPCASH TOULAL;2,12213E+11;2,12213E+11;;53 RUE ADMINISTRATIF TOULAL MEKNES CASABLANCA;33.889046;-5.59662;;;1;0;DM220385952;M2T;BARID CASH;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;17:31;5;;Y7ICUP3M;701205;;TOULALFR;2,12664E+11;2,12664E+11;;43 BIS LOT TRAVAUX PUBLICS TOULAL Meknès;33.885402;-5.596305;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;17:36;5;;SFLETU96;700119;;OUJEHAROUSS2;2,1268E+11;2,1268E+11;;N 86 RUE 64 OUJEH AROUSSE Meknès;33.885444;-5.596204;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;17:52;5;;46NBDWD2;701154;;MEKTOUARGA;2,12766E+11;2,12766E+11;;216 LOT OULJAT LMRANI TOUARGA Meknès;33.873932;-5.562491;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;18:07;5;;DWU9V3QG;083894;;BCÃ¿MEKNES BNI MHAMED;2,12213E+11;2,12213E+11;;Rue Abdellah Chefchaouni Bâ€šni M'hamed 50003 MEKNES CASABLANCA;33.8808497;-5.5627741;;;1;0;DM220385952;M2T;BARID CASH;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;18:16;5;;MAGJXBRY;700167;;SBATA MEKNES;2,12649E+11;2,12649E+11;;MAGASIN N°3 AVENUE ABDELKARIM EL KHATTABI SBATA Meknès;33.882083;-5.568598;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;18:27;5;;MOCKAOEN;701367;;MEKROUAMZIN;2,12536E+11;2,12536E+11;;28 BIS BAB QNAOUA ROUAMZIN Meknès;33.894486;-5.560566;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;18:42;5;;QNYFVJZJ;702136;;RUE D'ALGER;2,12675E+11;2,12675E+11;;IMM MAGASIN 3 RÉSIDENCE Amira 3 ANGLE RUE D'ALGER Meknès;33.89896;-5.54084;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
77717-A-7;Yacine Atti;30/03/2022;;10:00-19:00;;18:47;5;;QOXLJF2P;083990;;BC MEKNES KORTOBA;2,127E+11;2,127E+11;;Immeuble 47,Lotissement Kortoba 50000 meknŠs Meknès;33.898929;-5.540772;;;1;0;DM220385952;M2T;BARID CASH;;;;;
6401-T-6;mohamed Gibril Ansari ;30/03/2022;;10:00-19:00;;10:03;5;;HBRGUVOI;097532;;MRC SIDI BOUHRIA;2,12213E+11;2,12213E+11;;HAY PAM SIDI BOUHARIA CENTRE CASABLANCA;34.738805;-2.361657;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;09:59;5;;AHUWJ0VS;083405;;BC TNINE OUDAYA;2,12213E+11;2,12213E+11;;Centre Tnine Loudaya 40253 MARRAKECH CASABLANCA;31.634402;-8.245071;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;11:39;5;;K6MGENBU;003812;;Chaabi Cash El Aouni Services;2,12662E+11;2,12662E+11;;Imm C M01 Secteur B Chwiter Chwiter;31.5766795;-7.815603;;;1;0;DM220385952;M2T;M2T;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;12:09;5;;ZDBSKHAP;097802;;SGTP JAMAA GHEMAT;2,12213E+11;2,12213E+11;;AIT OURIR CASABLANCA;31.5634338;-7.6710889;;;1;0;DM220385952;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;12:16;5;;WOSFNFXH;702036;;Place des taxis ait ourir;2,12662E+11;2,12662E+11;;centre ait Ourir Ait ourir;31.562549;-7.668425;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;12:29;5;;BAP9Q5XQ;701981;;AITOURIR;2,12662E+11;2,12662E+11;;quartier gougharba coté de la B.P Ait Tourir Ait ourir;31.564521;-7.661354;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;13:28;5;;RMHOKDPJ;097801;;SGTP SIDI RAHHAL;2,12661E+11;2,12661E+11;;RUE ADMINISTRATIF SIDI REHAL KALAAT SERAGHNA Sidi rahhal sud;31.6408198;-7.4714173;;;1;0;DM220383136;M2T;BARID CASH;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;14:58;5;;MOFSP9YA;701470;;DEMNATE FR2;2,12662E+11;2,12662E+11;;A Av laayoune près de gare routière demnate Demnate;31.732187;-7.005256;;;1;0;DM220383136;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;16:12;5;;ZG6MCVC0;702386;;AIT BLAL;2,12696E+11;2,12696E+11;;DR AIT LAHCEN OU ALI AIT BLAL DEMNATT Demnate;31.690103;-6.718239;;;1;0;DM220383136;M2T;CASH PLUS;;;;;
23645-E-6;Rachid  goissif;30/03/2022;;10:00-19:00;;18:03;5;;CHEDXCO5;083401;;BC SAHRIJ;2,12702E+11;2,12702E+11;;Centre Sahrij 43252 EL KELAA DES SRAGHNA Assahrij;31.80322;-7.14977;;;1;0;DM220383136;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:00;5;;KMTVMKRT;000112;;Chaabi Cash Service Ennil;2,12628E+11;2,12628E+11;;N414 / 412 Avenue Reda Guedira Sebata Casablanca Casablanca;33.5547622;-7.5749776;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:20;5;;AEZ80KDV;083783;;BC CASA HAY JAMILA;2,12213E+11;2,12213E+11;;Rue 4 Jamila 7 hay jamila citâ€š djemaa 20045 CASABLANCA CASABLANCA;33.540814;-7.571527;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:30;5;;7J51SPGK;700461;;Boulevard Tah;2,12522E+11;2,12522E+11;;Boulevard Tah Casablanca;33.5349977;-7.57814;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:41;5;;VIHCVIYG;700062;;CASTERMINUS81;2,12663E+11;2,12663E+11;;JAMILA 5 N 57 BD MOHAMED DERRA Casablanca;33.541175;-7.57844;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:49;5;;EFYN33E1;700371;;HARTI;2,12523E+11;2,12523E+11;;Rompoint Mohamed 6 & Driss El Harti Casablanca;33.5433;-7.58092;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;10:56;5;;AOAFH6TB;009232;;Chaabi Cash Service Zine Maroc;2,12662E+11;2,12662E+11;;Jamila 1 Rue N6 N113 Cd Anassi 17 Casablanca Casablanca;33.5471339;-7.5813196;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:03;5;;XUENDRX6;098183;;BC BD KSAR LBHAR;2,12632E+11;2,12632E+11;;JAMILA 2 RUE 12 Nø8 CASABLANCA Casablanca;33.5491734;-7.5830452;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:10;5;;KGRXF5OM;701910;;KSARLABHAR II;2,12664E+11;2,12664E+11;;N 573 KSAR LABHAR II BD 6 NOVEMBRE Casablanca;33.552151;-7.58334;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:22;5;;WQQOFPK5;083696;;BC CASA AIN CHOK;2,12213E+11;2,12213E+11;;Bd Panoramique. Ain Chock 20153 CASABLANCA CASABLANCA;33.556079;-7.5965993;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:29;5;;YRXEWNKK;083782;;BC CASA HAY RMILA;2,12213E+11;2,12213E+11;;Hay Ingrit Ben Lamdoune Hay rmila 20062 CASABLANCA CASABLANCA;33.5570691;-7.5992668;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:43;5;;BWSVDVND;700343;;PANORAMIQUE;2,12522E+11;2,12522E+11;;N298 Bis Bd Panoramique Casablanca;33.5544419;-7.6006793;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;11:51;5;;MFZRBNXR;700342;;ALKHALIL;2,12523E+11;2,12523E+11;;Bd El Khalil/Hay Mly Abdellah n? 106 Casablanca;33.5477;-7.59905;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;12:17;5;;SXIWS7CU;083924;;BC CASA MCALLA;2,12213E+11;2,12213E+11;;Rue 201 Quartier Mly Abdellah Bd El Qods 20154 CASABLANCA CASABLANCA;33.539446;-7.593238;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;12:38;5;;UIJUZQNR;009129;;Chaabi Cash Oumalid;2,12674E+11;2,12674E+11;;151 Rue 23 Mandarona Ain Chok Ain Chok Casablanca Casablanca;33.5307265;-7.6156195;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;13:16;5;;EIYX12LQ;701390;;ABOUBAKR EL KADIRI;2,12523E+11;2,12523E+11;;68 BD ABOU BAKR EL KADIRI SIDI MAAROUF Casablanca;33.532719;-7.647499;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;13:41;5;;D28H2ZKX;701250;;MENARA NASSIM;2,12674E+11;2,12674E+11;;M 2 IMM 1 MENARA NASSIM LISSASFA Casablanca;33.5449538;-7.6755201;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;13:57;5;;H0PB0O9Y;000523;;Chaabi Cash M2t - Casablanca - Nassim;2,1268E+11;2,1268E+11;;Imm 14 Lissasfa Programme Menara Nassim Casablanca Casablanca;33.5230814;-7.6602357;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;14:07;5;;R5XAL4GU;083957;;BC CASA ENNASSIM;2,127E+11;2,127E+11;;Lotissemnt Ennassim , Lissasfa Hay Hassani 20076 Casablanca Casablanca;33.519209;-7.6578185;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;14:25;5;;LELONNJY;701392;;CASA SIDI MAAROUF;2,12523E+11;2,12523E+11;;Immeuble 88 gh 2 résidence el mostakbal sidi maaro Casablanca;33.5293681;-7.6486953;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;14:44;5;;EYNW8QCT;009406;;Chaabi Cash Ouroud Plus;2,1264E+11;2,1264E+11;;Lot Al Wouroud Nb 109 Sidi Maarouf Casablanca Casablanca;33.518209;-7.6510096;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;15:05;5;;RV7DQ9TO;701647;;first sidi maarouf;2,12688E+11;2,12688E+11;;rue abou baker kadiri hay pam Casablanca;33.5094109;-7.6573255;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;10:00-19:00;;15:37;5;;KRTC3BGI;083780;;BC BOUSKOURA;2,12213E+11;2,12213E+11;;Km 17 R 109 Bouskoura 27182 NOUACEUR CASABLANCA;33.45643;-7.650299;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;15:42;5;;KBPUUENY;700462;;Centre Bouskoura;2,12523E+11;2,12523E+11;;immeuble rachidi centre de bouskoura n 5bousekoura Bouskoura;33.4566405;-7.6499934;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;15:49;5;;9FUYZWWV;701410;;DIAR AL ANDALOUS;2,12663E+11;2,12663E+11;;24 DIAR ANDALOUS GH 3 IMM 1 Bouskoura;33.4608385;-7.6461874;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;16:05;5;;I96UMYBB;700673;;Lahwami;2,12666E+11;2,12666E+11;;DR Lahwami Res Al Jazira, IMM B6 N°110 BIS Bouskoura;33.4570247;-7.6652896;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;16:33;5;;06RGTE7A;701745;;Ouled saleh;2,12666E+11;2,12666E+11;;LOT ANNASR BLOC 24 N 64OULED SALEH Bouskoura;33.411708;-7.677703;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;18:22;5;;663SXDFM;009426;;Tasshilat Laverie Blanchisserie Pressing Nouasser;2,12661E+11;2,12661E+11;;Pole Urbain Nouaceur Ea N186 Nouaceur Nouaceur;33.3864885;-7.5439411;;;1;0;DM220385952;M2T;M2T;;;;;
34599 - B - 7;Abderhmane Hamse;30/03/2022;;14:00-19:00;;18:45;5;;LAGTLHVH;702076;;CHAABI NOUACER;2,12662E+11;2,12662E+11;;OPERATION ANNAKHIL ETAGE MG APPT 2 TR 9 NOUACEUR Nouaceur;33.364503;-7.547112;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;10:00;5;;POQMBY4U;083961;;BC ESSAOUIRA PPAL;2,12213E+11;2,12213E+11;;Angle Bd Lalla Aicha et Bd Moukawama 44002 ESSAOUIRA CASABLANCA;31.5101604;-9.7663549;;;1;0;DM220385952;M2T;BARID CASH;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;10:27;5;;ZEUEGCAA;006510;;Chaabi Cash Ghazoua Cashe;2,12671E+11;2,12671E+11;;Magasin N24 Sis A Essaouira El Jadida Essaouira Essaouira;31.449418;-9.732889;;;1;0;DM220385952;M2T;M2T;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;11:33;5;;KIGW3VY5;098265;;SMPT TLATA HANCHANE;2,12213E+11;2,12213E+11;;LOT EL NAHDA HAY BIRANZARANE EL HANCHANEÃ¿ ESSAOUIRA CASABLANCA;31.526516;-9.441056;;;1;0;DM220385952;M2T;BARID CASH;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;12:11;5;;2AVZFDDO;083455;;BC TAFTECHT;2,12213E+11;2,12213E+11;;Centre Tafetacht 44102 ESSAOUIRA CASABLANCA;31.581543;-9.253355;;;1;0;DM220385952;M2T;BARID CASH;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;13:45;5;;HNIUJ4Y1;701075;;El Mostakbal Essaouira;2,12662E+11;2,12662E+11;;mohamed el yazidi Essaouira;31.499182;-9.75636;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;13:59;5;;FD4ZYLLK;000565;;Chaabi Cash M2t - Essaouira;2,12666E+11;2,12666E+11;;N 5 Association Essaouira Darna Quartier Aflef Essaouira Essaouira;31.504044;-9.756928;;;1;0;DM220385952;M2T;M2T;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;14:06;5;;RTXI4UU3;701913;;AL AQABA;2,12667E+11;2,12667E+11;;GARAGE N 1 LOT 17 RUE BAHNINI LOTISSEMENT TAMANAR Essaouira;31.509629;-9.760175;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;14:15;5;;2YQUVPAB;700454;;ESSAOUIRALLALFASSI;2,12524E+11;2,12524E+11;;5501 BD ALLAL L FASSI LOTISSEMENT 5 Essaouira;31.51435;-9.755513;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
WW892919;BRAHIM  LABARAA;30/03/2022;;10:00-19:00;;14:22;5;;8CN5MI2J;700989;;ESSAOUIRA;2,12524E+11;2,12524E+11;;n 55 bis BD mly idriss 1 ESSAOUIRA Essaouira;31.515477;-9.761194;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;09:59;5;;ECWQ3OXI;098884;;SBS TETOUAN HAY NASSIM;2,12213E+11;2,12213E+11;;QUARTIER ENASSIM NÃ¸53 TETOUAN CASABLANCA;35.56821;-5.42153;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;12:43;5;;5MWBA9CH;003530;;Tasshilat Azlou;2,12671E+11;2,12671E+11;;Douar Kaa Asrass Bouahmed Centre Tizgan Chefchaouen Tizgane;35.1682333;-5.2701451;;;1;0;DM220384298;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;15:27;5;;K2FWWPKA;701777;;TABOULA;2,12661E+11;2,12661E+11;;AVENUE EL MASSASSI NR 88 TABOULA Tétouan;35.56694;-5.40001;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;15:42;5;;YKUIMRL2;002328;;Chaabi Cash Tasshilat Achamal;2,12662E+11;2,12662E+11;;Av Mamoun Jamaa Mezouak Tetouan Tétouan;35.57543;-5.3967;;;1;0;DM220385952;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;15:59;5;;LVCJABIB;002345;;Chaabi Cash Romana Services;2,1267E+11;2,1267E+11;;Av Abdellah Chefchaouni N202 Tetouan Tetouan Tétouan;35.56853;-5.39318;;;1;0;DM220385952;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;16:09;5;;PK3W2P7C;702058;;Tetouan place El hamama;2,12661E+11;2,12661E+11;;Avenue My Elhassan Ben El Mahdi Place Hamama Centr Tétouan;35.57022;-5.38657;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;16:19;5;;DBJZSN5X;700157;;TETOUAN AVENIDA;2,12662E+11;2,12662E+11;;3 PLACE AL ADALA Tétouan;35.5712456;-5.3764796;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;16:46;5;;FXTXZO1X;083657;;BC TETOUANE SIDI TALHA;2,12213E+11;2,12213E+11;;Agence Sidi Talha Av Abdelkrim El Khattabi Bario 93004 TETOUAN CASABLANCA;35.5748102;-5.3811872;;;1;0;DM220385952;M2T;BARID CASH;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;16:53;5;;WACHXONB;002349;;Chaabi Cash Amziren Cash;2,12668E+11;2,12668E+11;;Av Omar Ben Abdelaziz Rue 8 N 2 Tetouan Tetouan Tétouan;35.57799;-5.38233;;;1;0;DM220385952;M2T;M2T;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;17:33;5;;DN17GASF;701184;;SEDRAOUIA;2,12662E+11;2,12662E+11;;AVENUE MOHAMMED EL KHARRAZ RUE CHAAHOU BENOUNA N Tétouan;35.58431;-5.35809;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
34603 - B - 7;Redouane BOUALI;30/03/2022;;10:00-19:00;;17:45;5;;O8V2MCO1;700794;;AJANNIF;2,1267E+11;2,1267E+11;;AVENUE AJANIF RUE JIBAL ATLAS N 47 Tétouan;35.58264;-5.3544;;;1;0;DM220385952;M2T;CASH PLUS;;;;;
