Nom;Code;SociÈtÈ liÈe
HAY AL MATAR;701054;CASH PLUS
HAY AOUATIF FR2;701687;CASH PLUS
HAY BLALIAA;700213;CASH PLUS
HAY CHARAF;701586;CASH PLUS
HAY EL AMAL SALE ;701581;CASH PLUS
HAY EL WAFAE;701809;CASH PLUS
HAY ELWAHDA NAHDA;701055;CASH PLUS
HAY ENNACER ELIMARAT;702168;CASH PLUS
HAY ENNASR;701536;CASH PLUS
HAY HAJ ADIL;702040;CASH PLUS
HAY HAKKO;701713;CASH PLUS
HAY HASSANI TANGER;701440;CASH PLUS
HAY IZIKI;700217;CASH PLUS
HAY JDID;701884;CASH PLUS
HAY KARIM AMRANI;701704;CASH PLUS
HAY MOHAMADI OURZAZATE;702224;CASH PLUS
HAY MOHAMMADI OUARZAZATE;702223;CASH PLUS
HAY NAHDA;700875;CASH PLUS
HAY NAHDA  MOHAMMEDIA;700086;CASH PLUS
HAY NASR;701783;CASH PLUS
HAY OLD HMID;701095;CASH PLUS
HAY RIAD;701546;CASH PLUS
HAY RIAD AL ABIAD;702167;CASH PLUS
HAY RMEL INZGANE;701843;CASH PLUS
HAY SALAM;700978;CASH PLUS
HAY SOUSSI;701495;CASH PLUS
HAY TIGIRIYA;701790;CASH PLUS
HAY ZAHRA KHEMISSAT;701876;CASH PLUS
HAYTARIK;700347;CASH PLUS
HBICHAT;702287;CASH PLUS
HNIA HAMRIA;700207;CASH PLUS
HOPITAL EL HASSANI NADOR;700955;CASH PLUS
HOURIA ;700125;CASH PLUS
HSSIYA ANIF;701740;CASH PLUS
Had Ouled issa;700024;CASH PLUS
Harhora;701027;CASH PLUS
Harit;702126;CASH PLUS
Hassan jour et nuit;701693;CASH PLUS
Hay AL MASJID;701629;CASH PLUS
Hay Al Amal nougd;701860;CASH PLUS
Hay Amzerou zagoura;701658;CASH PLUS
Hay El Farah Al masjid;700318;CASH PLUS
Hay Raha;701759;CASH PLUS
Hay ait Kdif;702202;CASH PLUS
Hay al azhar;700686;CASH PLUS
Hay essalam tranche 04;700932;CASH PLUS
Hay ezzahra;701534;CASH PLUS
Hay salam 20 aout;701737;CASH PLUS
Hdou Nhlima;700840;CASH PLUS
IBF AFOURER ;098655;BARID CASH
IBF BOUJNIBA;098654;BARID CASH
IBF HAD BRADIA;098651;BARID CASH
IBF OULED YAICH;098653;BARID CASH
IBF OULED ZIDOUH;098652;BARID CASH
IBF ZAOUIAT CHEIKH;098650;BARID CASH
IBNOUALHAITAM;700387;CASH PLUS
IBNOUBATOUTA;701347;CASH PLUS
IBNOUSINA;700360;CASH PLUS
IBTISSAM1;701224;CASH PLUS
ID AIN CHEGGAG;098359;BARID CASH
ID ALNIF;098319;BARID CASH
ID AOUFOUS;098356;BARID CASH
ID ARFOUD;098321;BARID CASH
ID BENI MELLAL;098324;BARID CASH
ID BIOUGRA ;098312;BARID CASH
ID BIR TAMTAMˇ;098326;BARID CASH
ID BOUARFA BENI TADJIT ;098333;BARID CASH
ID Bab Bered ;098331;BARID CASH
ID CASA AZHAR ;098317;BARID CASH
ID CASA SIDI OTHMANE;098304;BARID CASH
ID GOURRAMA;098336;BARID CASH
ID KSAR EL KEBIR;098366;BARID CASH
ID KSIBA;098337;BARID CASH
ID KSSAR BHAR;098340;BARID CASH
ID LARACHE ;098351;BARID CASH
ID LARACHE CDG ;098362;BARID CASH
ID LQLIAA ;098328;BARID CASH
ID Merzouga;098353;BARID CASH
ID OULAD SAAID KASBAT TADLA;098349;BARID CASH
ID OULAD YOUSSEF KASBAT TADLA;098347;BARID CASH
ID RICHE;098315;BARID CASH
ID RISSANI;098327;BARID CASH
ID SEFROU ;098309;BARID CASH
ID SIDI AISSA;098358;BARID CASH
ID TALNIST;098343;BARID CASH
ID TANGER BIR CHAIRI;098363;BARID CASH
ID TANGER M'GHOUGHA;098357;BARID CASH
ID TANGER OUAMA;098360;BARID CASH
ID TAZARINE;098335;BARID CASH
ID TENDIT  ;098355;BARID CASH
ID TIMAHDITE;098344;BARID CASH
ID TISSA ;098323;BARID CASH
ID ZAIDA;098318;BARID CASH
IFRAN MONEY TRANSFERT;700876;CASH PLUS
IFRANE ATLAS SAGHIR;701486;CASH PLUS
IGHOUD;702349;CASH PLUS
IMILCHIL;700632;CASH PLUS
IMINTANOUT II;700947;CASH PLUS
IMLIL;700815;CASH PLUS
IMLIL ELKELAA SRAGHNA;701303;CASH PLUS
INZEGAN HAY EL MOUADAFIN;700448;CASH PLUS
IRAQUI RES BADR;701955;CASH PLUS
IRFAN 1;701600;CASH PLUS
ISMAILI TRANSFERT;701948;CASH PLUS
Imintanoute fr2;701091;CASH PLUS
JAMAA LAFNA ARGANA;700570;CASH PLUS
JAOUHARA OUJDA;701467;CASH PLUS
JARDA SIDI YAHYA;701439;CASH PLUS
JAYCH EL MALAKI 2;700170;CASH PLUS
JDOUR;702393;CASH PLUS
JENANE BOUHSINA;701830;CASH PLUS
JENANE MEDIOUNA;701448;CASH PLUS
JERRADA;701339;CASH PLUS
JIRARI;701570;CASH PLUS
JMM KHOURIBGA ZALAKA;098411;BARID CASH
JNANE ZEMMOUR 1;700479;CASH PLUS
JORFMELHA;702063;CASH PLUS
JRIFAT EL AQABA;701920;CASH PLUS
KARAKCHOU;700842;CASH PLUS
KARIA HOPITAL MLY ABDELLAH;701056;CASH PLUS
KASBAT TADLA II BD 20 AO€T;700128;CASH PLUS
KELAA DES SRAGHNA;702071;CASH PLUS
KENELFOUARAT;700427;CASH PLUS
KENITRA MED 5;701995;CASH PLUS
KHABBAZAT;700344;CASH PLUS
KHECINEMAENNOUR;700495;CASH PLUS
KHEMISS HAMRIA;700603;CASH PLUS
KHEMISSET HAY SALAM;702068;CASH PLUS
KHEMISSZEMAMRA;700044;CASH PLUS
KHENIFRAMEDV;700995;CASH PLUS
KHERBA TANGER;701849;CASH PLUS
KHMISS BENI BOUFRAH;702394;CASH PLUS
KHMISS DADES;700742;CASH PLUS
KHOURIBGA Hay El Jadid;701098;CASH PLUS
KOLLA;701822;CASH PLUS
KOUASS YACOUB ELMANSOUR;702092;CASH PLUS
KOULOUJ HAY EL HASSANI;701582;CASH PLUS
KRONA CENTRE;701309;CASH PLUS
KSAR TOUROUG CENTRE;701659;CASH PLUS
KSARLABHAR II;701910;CASH PLUS
Kasbat Amine 2;701077;CASH PLUS
Kenitra El Wafa;701717;CASH PLUS
Khenifra 5 Hay Hassan II;701275;CASH PLUS
Khenifra Lekbab (Zemzem Money);702064;CASH PLUS
Khouribga Hay El Wifaq;700161;CASH PLUS
KhÈmisset Bd Med V;702145;CASH PLUS
Kissariat alakhawayn;702140;CASH PLUS
L'AVENIR;701530;CASH PLUS
LA FOIRE;702196;CASH PLUS
LA GIRONDE;701653;CASH PLUS
LAANASER;701594;CASH PLUS
LAAOUAMRA;700561;CASH PLUS
LAARARCHA;700529;CASH PLUS
LAAWAMRA;702226;CASH PLUS
LAAYAYDA;700192;CASH PLUS
LAAYOUN  EL ATTABI 3;702049;CASH PLUS
LAAYOUNE  MEKKA;701755;CASH PLUS
LAAYOUNE BOUKRAA;700423;CASH PLUS
LAAYOUNE EL HIZAM;700258;CASH PLUS
LAAYOUNE HAY EL WIFAQ;701453;CASH PLUS
LAAYOUNE II Bv Boukraa;702047;CASH PLUS
LAAYOUNE SOUK LMEKHAKH;700764;CASH PLUS
LAAYOUNE ZAOUIT CHEIKH;700946;CASH PLUS
LABRAHMA;701666;CASH PLUS
LAGFAF;702380;CASH PLUS
LAMARINE;701338;CASH PLUS
LAMHAMID;700403;CASH PLUS
LAMRIJA;700559;CASH PLUS
LAMSSALA LAKDIMA;701123;CASH PLUS
LAMYAA;700307;CASH PLUS
LARACHE HARAK TRANSFERT;701292;CASH PLUS
LARACHE Rue Omar Ibn Abdelaziz;700141;CASH PLUS
LI TALMEST;098468;BARID CASH
LINBIAT IBNOHAITAM ;700903;CASH PLUS
LISASFA TRAM;701519;CASH PLUS
LKWACEM;701110;CASH PLUS
LMR CASA HAY MOHAMMEDI;097780;BARID CASH
LOGANOS;701280;CASH PLUS
LOT BELMILODY;701542;CASH PLUS
LOT ELYAQOUT;700194;CASH PLUS
LOTISSEMENT HIBA;700682;CASH PLUS
La ferraille massira 2;700878;CASH PLUS
La gare;701963;CASH PLUS
La marche verte ;700465;CASH PLUS
Laayoune Avenue moulay ismail;700885;CASH PLUS
Laayoune El bir jdid;701813;CASH PLUS
Laferay Salmia 2;702275;CASH PLUS
Lahraouine Douar Biaz;700262;CASH PLUS
Lahwami;700673;CASH PLUS
Lissafa 2 El Marchi;701415;CASH PLUS
Lotissement Chaimae;700599;CASH PLUS
Lotissement bluesky;701694;CASH PLUS
Lotissement massira;702261;CASH PLUS
M'ssala Fes;702244;CASH PLUS
MAAMORA HAY HIND;701487;CASH PLUS
MAARKA ZEITOUNE;700118;CASH PLUS
MAATALLAH;701631;CASH PLUS
MAAZIZ;702035;CASH PLUS
MAJAT;701421;CASH PLUS
MAJD;701031;CASH PLUS
MANDAR EL JAMIL;700847;CASH PLUS
MANSOUR ZERKA;700864;CASH PLUS
MAR ALLAL AL FASSI ;700442;CASH PLUS
MARELFNA;700353;CASH PLUS
MARIZDIHARFR;701933;CASH PLUS
MARIZIKIFR;700060;CASH PLUS
MARJANE ELJADIDA;701393;CASH PLUS
MARLAMHAMID;701156;CASH PLUS
MARLAMHAMIDFR2;700071;CASH PLUS
MARMERCHICH;700438;CASH PLUS
MARPALMERAIE;700475;CASH PLUS
MARRAKECH ASKAR;700755;CASH PLUS
MARRAKECH AVENUE EL MHAMID;702158;CASH PLUS
MARRAKECH DOUAR SIDI MOUSSA;702190;CASH PLUS
MARRAKECH El Manar Guiliz;701270;CASH PLUS
MARRAKECH LGOUASSEM;702177;CASH PLUS
MARTIL;700745;CASH PLUS
MARTIL MLY RACHID;700458;CASH PLUS
MARTILAHERIK;701296;CASH PLUS
MARTILBALADIA;700714;CASH PLUS
MASJID AL FATH ARRED;701685;CASH PLUS
MASJID BADR;700976;CASH PLUS
MASMOUDA;700970;CASH PLUS
MASSIRA 1 ZRECTOUNI;700336;CASH PLUS
MASSIRA BOUMIA;701958;CASH PLUS
MASSIRA II;700103;CASH PLUS
MASSIRA OUARZAZATE ;701300;CASH PLUS
MASSIRA3;700404;CASH PLUS
MASSIRA3 FR;700239;CASH PLUS
MASTER CASH MARRAKECH BAB RHMATE;097977;BARID CASH
MASTER CASHˇMARRAKECH HASSAN 2;097976;BARID CASH
MCS AL GHAZOUA;098541;BARID CASH
MCS BERRECHID ROUDANI;098552;BARID CASH
MCS CHOUAIB DOUKALI;098542;BARID CASH
MCS HAD DRAA ;098544;BARID CASH
MCS MAAZIZ;098546;BARID CASH
MCS OUED ZEM WAHDA;098550;BARID CASH
MCS RIBAT EL KHEIR;098548;BARID CASH
MCS TLATE LOULAD;098540;BARID CASH
MECHRAA BELKSIRI CENTRE;700117;CASH PLUS
MECHRAABELKSSIRI;700385;CASH PLUS
MEDINA 2 DEROUA;701511;CASH PLUS
MEDIOUNACENTREFR;701201;CASH PLUS
MEHANECH EL HAJEB;701465;CASH PLUS
MEHDI BEN TOUMERT GUELMIM;701923;CASH PLUS
MEHDIA MALL KENITRA;701137;CASH PLUS
MEK ALLALELFASSI ;701335;CASH PLUS
MEKALMARJANE;700082;CASH PLUS
MEKNES BASSATINE;700865;CASH PLUS
MEKNES DORA SERVICES;700164;CASH PLUS
MEKROUAMZIN;701367;CASH PLUS
MEKSIDIBOUZEKRI;700067;CASH PLUS
MEKSIDIBOUZEKRI2;701015;CASH PLUS
MEKTOUARGA;701154;CASH PLUS
MEKZEITOUNE2;701000;CASH PLUS
MENARA  NASSIM;701250;CASH PLUS
MERJA D' ALLAL;701006;CASH PLUS
MILANO TEMARA;701660;CASH PLUS
MIMOSA MAHKAMA;701727;CASH PLUS
MIZAN ELHARARA SIDI JABER;700643;CASH PLUS
MNK AIT ATTAB;098584;BARID CASH
MNK OULFA;098581;BARID CASH
MNK RAHMA HAY EL FATH;098582;BARID CASH
MOHAMED V FR 2;702194;CASH PLUS
MONTFLEURI 2;702034;CASH PLUS
MOSQUE AL AADL AZROU;701494;CASH PLUS
MOSQUEE SOUSSI;700900;CASH PLUS
MOUAHIDINE;701468;CASH PLUS
MOUDIBOUKEITA;700393;CASH PLUS
MOUJAMAA ELKHEIR;700854;CASH PLUS
MOUKAOUAMA 2;700990;CASH PLUS
MOULAY IDRISS FES;700845;CASH PLUS
MOULAY YOUSSEF ;701213;CASH PLUS
MOULAYYOUSSEF;701337;CASH PLUS
MOUNASTIR;700126;CASH PLUS
MPS AL OUATIA;097883;BARID CASH
MPS NKOUB ;097880;BARID CASH
MPS OUARZAZATE TASSOUMAATE;097881;BARID CASH
MRC AIN ZORAH ;097527;BARID CASH
MRC BNI HADIFA;097528;BARID CASH
MRC MONTE ARRUI ;097529;BARID CASH
MRC OUJDA QUARTIER INDUSTRIELLE;097530;BARID CASH
MRC SIDI BOUHRIA;097532;BARID CASH
MSSICI CENTRE;700746;CASH PLUS
MTR MERJA ;097917;BARID CASH
MUILHA;700820;CASH PLUS
Macdo;701002;CASH PLUS
Marrakech El AFAK;702285;CASH PLUS
Masjid Hay el fath;702128;CASH PLUS
Masjid muilha;701012;CASH PLUS
Massira 2 Lgharb;701118;CASH PLUS
Melah sale;701857;CASH PLUS
Midar;701891;CASH PLUS
Mly smail SALE;701073;CASH PLUS
MosquÈe Anassi;701139;CASH PLUS
MosquÈe Quraafi si lakhdar;700252;CASH PLUS
Moulay abdellah;700652;CASH PLUS
NADOR BD IBN SINA;700588;CASH PLUS
NADOR HASSAN II;701228;CASH PLUS
NADOR JAADAR;700703;CASH PLUS
NADOR MARJANE;701623;CASH PLUS
NAHDA;700735;CASH PLUS
NAHDA KHOURIBGA;700308;CASH PLUS
NAJAH FES;701784;CASH PLUS
NAJD OUJDA;701626;CASH PLUS
NOUARA HATTAN;701878;CASH PLUS
NOUVELLE VILLE IBN BATTOUTA;701662;CASH PLUS
Najd el hamra;700639;CASH PLUS
OASIS ALAMANE;701916;CASH PLUS
OCEAN;701461;CASH PLUS
OCEAN BOUKHAREST;701088;CASH PLUS
OKBA IBNO NAFIA AL HOCIEMA;701522;CASH PLUS
OLD ABDELLAH;701816;CASH PLUS
OMAR EL KHAYAM BEAUSEJOUR;701399;CASH PLUS
OUAHCHIATE TLATA KETAMA;702395;CASH PLUS
OUALIDIA;701514;CASH PLUS
OUANNANA;700660;CASH PLUS
OUAOUIZERTH;702009;CASH PLUS
OUARGUI;701763;CASH PLUS
OUARZAZATE GARE ROUTIERE;702257;CASH PLUS
OUARZAZATECTRFR;701163;CASH PLUS
OUED DAHAB;700302;CASH PLUS
OUEDAMLIL;700034;CASH PLUS
OUEDLAOU;701977;CASH PLUS
OUEDNNACHEF;701341;CASH PLUS
OUEDZEM;700402;CASH PLUS
OUIDADIAT ELFATH;700027;CASH PLUS
OUJDA  DHAR LAMHALLA;700720;CASH PLUS
OUJDA AOUNIA COLAIMO;702249;CASH PLUS
OUJEHAROUSS2;700119;CASH PLUS
OUJLAMDINA;702021;CASH PLUS
OUJSILAKHDER;700415;CASH PLUS
OUJVLGTOUBA;701870;CASH PLUS
OUJZIRIBENATIA;700035;CASH PLUS
OULAD AYAD LAHYAYNA;701579;CASH PLUS
OULAD TAYEB 2;700242;CASH PLUS
OULADMBAREK;701080;CASH PLUS
OULED BERHIL 2;700301;CASH PLUS
OULED BOUTAYEB;701798;CASH PLUS
OULED FARES SETTAT;701087;CASH PLUS
OULED GHANEM;700544;CASH PLUS
OULED GHZIEL;702396;CASH PLUS
OULED HASSOUNE;702366;CASH PLUS
OULED MOUSSA;700691;CASH PLUS
OULED OUJIH DOUBLE VOIX;701799;CASH PLUS
OULED TEIMA HASSAN II;700413;CASH PLUS
OULED ZIDE;701086;CASH PLUS
OULEDAYADELQODS;701169;CASH PLUS
OULEDOUJIH;700383;CASH PLUS
OULEDYOUSSEF;700039;CASH PLUS
OULMES LAAYAYDA;700579;CASH PLUS
OUM DHAR BENIMELLAL;701650;CASH PLUS
OUNAGHA;701585;CASH PLUS
OUZIOUIA;700245;CASH PLUS
OX BEN AHMED;097970;BARID CASH
Ouarzazate Ennacim;700862;CASH PLUS
Ouled mtaa 2;700109;CASH PLUS
Ouled saleh;701745;CASH PLUS
P CASH HAY MOHAMMADI ESSADA;097587;BARID CASH
P CASH KSSAR AL MELLAABˇ;097585;BARID CASH
P CASH KSSAR TOUROUGUEˇ;097586;BARID CASH
P CASH OULAD AZZOUZ;097580;BARID CASH
P CASH SOUK SEBT HAY EL FARAH ;097588;BARID CASH
P CASH TGHAT;097582;BARID CASH
P CASHˇ ANASSI 2;097583;BARID CASH
P-CASH TAOUNATE AIN MEDIOUNA;097581;BARID CASH
PAM;700405;CASH PLUS
PAM CASH TEMARA MASSIRA 2;097810;BARID CASH
PAMˇCASH SIDI BENNOUR ;097815;BARID CASH
PANORAMIQUE;700343;CASH PLUS
PARIS;701346;CASH PLUS
PCASH AZLA;097589;BARID CASH
PCASH DEROUA MEDINA;097568;BARID CASH
PCASH FES MONTFLEURI;097621;BARID CASH
PCASH HAY ERRACHAD OULAD TALEB;097595;BARID CASH
PCASH JMIAA DERB SELTAN;097594;BARID CASH
PCASH KHEMISSET FATH;097591;BARID CASH
PCASH LAHRAOUINE AL OMRANE ;097576;BARID CASH
PCASH OULED AYAD ;097577;BARID CASH
PCASH RAHMA ;097579;BARID CASH
PCASH SEBAA AIOUN;097593;BARID CASH
PCASH TAOUNATE ASTAR;097598;BARID CASH
PCASH TAZA OULAD ZBAIR;097574;BARID CASH
PCASH TILOUGUITE AZILAL;097592;BARID CASH
PCSH MOHAMMEDIA PROJET;097564;BARID CASH
PCSH SAIDIA;097565;BARID CASH
PCSH TIFLET NARJIS;097567;BARID CASH
PLAYA MARINA;702229;CASH PLUS
PMS EL MENZEL;097985;BARID CASH
PMS SIDI TAIBI;097987;BARID CASH
POPCASH CASA AIN SEBAA;097951;BARID CASH
POPCASH DOUIRANE;097956;BARID CASH
POPCASH FES ZOHOUR;097952;BARID CASH
POPCASH TOULAL ;097948;BARID CASH
POSTE TABRIQUET;702106;CASH PLUS
PRINCE HERITER GUELMIM;702085;CASH PLUS
PXE SIDI MOUMEN ALIA ;097838;BARID CASH
Panoramique sala jadida;700627;CASH PLUS
Place 9 Avril;701846;CASH PLUS
Place des taxis ait ourir;702036;CASH PLUS
Place municipalite;700645;CASH PLUS
QODS HAMIDIA 2;700548;CASH PLUS
QODS KAMIL;701564;CASH PLUS
RABAT BAB LHAD;701269;CASH PLUS
RABAT BID CASH;700769;CASH PLUS
RABAT TAKADOUM;700640;CASH PLUS
RABMANSOUR;701353;CASH PLUS
RACHAD TIFLET;701548;CASH PLUS
RACHAMED;700751;CASH PLUS
RACHIDIA;701354;CASH PLUS
RAHMA CENTRE;702181;CASH PLUS
RASTBOUDA;702029;CASH PLUS
RAYHAN ELKLAA SRAGHNA;702253;CASH PLUS
REMLA;700477;CASH PLUS
RESIDENCE FAL OUMLIL;701113;CASH PLUS
REYAH MOULAY BOUSELHAM;702204;CASH PLUS
RFAYF;702163;CASH PLUS
RGAIA TANGER;701648;CASH PLUS
RIAD ZITOUNE JDID;701013;CASH PLUS
RIADESSALAM;700075;CASH PLUS
ROIMZINE FR;701444;CASH PLUS
ROND POINT AUTOROUTE;700290;CASH PLUS
RONDE POINT LE9ROCH;701832;CASH PLUS
ROUTE AIT IAAZA TAROUDANT;700244;CASH PLUS
ROUTE RAHRAH;701059;CASH PLUS
ROUTE SEFROU;701299;CASH PLUS
ROUTE SIDI DRISS;701821;CASH PLUS
ROUTE TAOUIMA;700010;CASH PLUS
RTE TANGER SIDI KACEM;700974;CASH PLUS
RUE D'ALGER;702136;CASH PLUS
RUE SEBTTA FNIDEQ;701217;CASH PLUS
RWN CASA BD NIL;097912;BARID CASH
RYAD SAHEL;700478;CASH PLUS
Rabat Av Essalam CYM;700589;CASH PLUS
Riad El Oulfa;702299;CASH PLUS
Riad salam benyakhlef;700608;CASH PLUS
Riyad sale;700284;CASH PLUS
Rmila;701802;CASH PLUS
Roche noir 2;701699;CASH PLUS
Route Marrakech;701972;CASH PLUS
Route Rahrah;701446;CASH PLUS
Route d'AlgÈrie;701966;CASH PLUS
R…SIDENCE ADDOHA HAY MOHAMADI;701674;CASH PLUS
S P BOUJDOUR PPL;098828;BARID CASH
S P DAKHLA EL OUAHDA;098833;BARID CASH
S P ESSMARA PPL;098826;BARID CASH
S P LAAYOUNE BOULEVARD DE LA MARINE;098824;BARID CASH
SAADA PALESTINE;702151;CASH PLUS
SAFI JERIFAT;701391;CASH PLUS
SAHAT SERAGHENA;701670;CASH PLUS
SAHATEL  DEMNAT;098941;BARID CASH
SAHATEL  KHENICHET ;098943;BARID CASH
SAHATEL  SIDI ALLAL BAHRAOUI CENTRE KAMOUNI;098947;BARID CASH
SAHATEL AIT AOURIR;098935;BARID CASH
SAHATEL BOUSKOURA;098937;BARID CASH
SAHATEL CASA MY RCHID;098900;BARID CASH
SAHATEL KHEMISS AIT AMIRA ;098945;BARID CASH
SAHATEL LA∂YOUNE PLACE DCHEIRA;098903;BARID CASH
SAHATEL SIDI SLIMANE AV MED V;098915;BARID CASH
SAHATEL SIDI YAHIA ZAERS;098944;BARID CASH
SAHATEL SIDI YAHYA AL GHARB;098916;BARID CASH
SAHATEL TANGER ADDOHA EL WAFAE;098939;BARID CASH
SAHATEL TIT MELLIL ;098942;BARID CASH
SAHB EL WARD;701490;CASH PLUS
SAKAYAT BELKBIR;701222;CASH PLUS
SAKYA AL HAMRA;701925;CASH PLUS
SALA EL JADIDA Av Hassan II;700122;CASH PLUS
SALHAYSALAM;701143;CASH PLUS
SALMLYRACHIDFR;700106;CASH PLUS
SALTABREKT;700422;CASH PLUS
SBAAYOUN FR;700199;CASH PLUS
SBATA MEKNES;700167;CASH PLUS
SBS BNI RZIN ;098886;BARID CASH
SBS TETOUAN COLEMA;098883;BARID CASH
SBS TETOUAN HAY NASSIM;098884;BARID CASH
SC  FAM EL HISN;098284;BARID CASH
SC AGOURAI;098781;BARID CASH
SC AIN DORIJ;098791;BARID CASH
SC AIN TAOUJDATE;098784;BARID CASH
SC ASSA;098294;BARID CASH
SC BOUFAKRANE;097651;BARID CASH
SC BOUMALNE DADES;098787;BARID CASH
SC DAR KABDANI;098799;BARID CASH
SC FREIJA;098792;BARID CASH
SC IKNIOUEN;097655;BARID CASH
SC IMELCHIL;098790;BARID CASH
SC JERADA;097661;BARID CASH
SC JORF;098788;BARID CASH
SC KTAMA ;098782;BARID CASH
SC MEKNES HAY TAKADOUM;098793;BARID CASH
SC MSEMRIR;097654;BARID CASH
SC Oujda Les Iris;098286;BARID CASH
SC SIDI SLIMANE CHARAA BERKANE;097660;BARID CASH
SC TAHAR SOUK ;097657;BARID CASH
SC TARHZOUTE NAIT ATTA;098796;BARID CASH
SC TENDRARA;098786;BARID CASH
SC TEROUAL;097659;BARID CASH
SC TISSINT ;098283;BARID CASH
SDSLIMANPAM;701068;CASH PLUS
SEBT BENI GARFET;701416;CASH PLUS
SEBT JAHJOUH;700807;CASH PLUS
SEDRAOUIA;701184;CASH PLUS
SEFROMEDV;700901;CASH PLUS
SELOUANEFR;701160;CASH PLUS
SEMLALIA;701571;CASH PLUS
SETCHEIKH;700400;CASH PLUS
SETTAT Av Amira Lala Aicha;702059;CASH PLUS
SFASSIF;702232;CASH PLUS
SFT AIN AICHA;097781;BARID CASH
SFT DAR GUEDDARI;097782;BARID CASH
SFT MEHDIA;097787;BARID CASH
SGTP ANZA AGADIR;097807;BARID CASH
SGTP JAMAA GHEMAT;097802;BARID CASH
SGTP SIDI RAHHAL;097801;BARID CASH
SIDI AISSA CENTRE;702146;CASH PLUS
SIDI ALI BOURAKBA;701823;CASH PLUS
SIDI AMER EL HADI;701711;CASH PLUS
SIDI BOUATMANE;701329;CASH PLUS
SIDI EL KAMEL BELKSIRI;701590;CASH PLUS
SIDI IFNI;702178;CASH PLUS
SIDI JABER;702372;CASH PLUS
SIDI MBARK;701996;CASH PLUS
SIDIBENNOUR;701147;CASH PLUS
SIDICHENANE;701148;CASH PLUS
SIDIHAJJAJ;700770;CASH PLUS
SIDIKACEMMED5;701927;CASH PLUS
SIDISLIMANMEDV;701181;CASH PLUS
SKHIRAT;700460;CASH PLUS
SKHOUR REHAMNA;700836;CASH PLUS
SKIKIMA;700668;CASH PLUS
SLIMANE;700028;CASH PLUS
SMAALA;701949;CASH PLUS
SMPT HAD SOUALEM;098267;BARID CASH
SMPT KHMISSE ZMAMRA;098261;BARID CASH
SMPT MARRAKECH OURIKA;098259;BARID CASH
SMPT TAMELELT;098266;BARID CASH
SMPT TLATA HANCHANE;098265;BARID CASH
SOCOMA MARRAKECH;701553;CASH PLUS
SOUIKA SIDI MOUSSA ;702294;CASH PLUS
SOUK BIR CHIFA NAMODAJI;700897;CASH PLUS
SOUK BOULARBAH;700337;CASH PLUS
SOUK LARBAA ELGHARB;701261;CASH PLUS
SOUK LHAD;700601;CASH PLUS
SOUK MESSNANA;701485;CASH PLUS
SOUK MLILIYA;702152;CASH PLUS
SOUK OUED AMLIL;700672;CASH PLUS
SOUK SEBT II ;700444;CASH PLUS
SOUKSEBTFR;701162;CASH PLUS
SP  DAKHLA BIRANZARANE;098829;BARID CASH
SP BOUJDOUR;098834;BARID CASH
SP LAAYOUNE EL AOUDA;098831;BARID CASH
SP LAAYOUNE MARSA ;098835;BARID CASH
STADE JDID OUJDA;700174;CASH PLUS
Sabbah skhirat;701797;CASH PLUS
Saiss;700324;CASH PLUS
Saka;700484;CASH PLUS
Sebt Malha;700568;CASH PLUS
Settat route lebrouj;700467;CASH PLUS
Sid Mokhtar fr;702144;CASH PLUS
Sid Rahal Chataii;701460;CASH PLUS
Sidi Abdellah ghiyat;700706;CASH PLUS
Sidi Hajjaj;701017;CASH PLUS
Sidi baba;700958;CASH PLUS
Sidi batach;700517;CASH PLUS
Sinko Daoudiate;701005;CASH PLUS
Souk hebdomadaire;700644;CASH PLUS
TABOULA;701777;CASH PLUS
TACHAROUK2;700388;CASH PLUS
TADAOUTE;702153;CASH PLUS
TADDART;700688;CASH PLUS
TAFRAOUT PLACE ALBARID;702277;CASH PLUS
TAFROUKHTE;702135;CASH PLUS
TAGEL LOUNASSDA;097746;BARID CASH
TAGHBALTEFR;701188;CASH PLUS
TAGHJIJT FR;702397;CASH PLUS
TAGOUNITE ZAGOURA;701449;CASH PLUS
TAHANAOUT;702142;CASH PLUS
TAIBIA;700657;CASH PLUS
TAJAMOUATI EL MASIRA;700254;CASH PLUS
TALAA SGHIRA;700705;CASH PLUS
TALAT NYACOUB;701559;CASH PLUS
TAMALALT;701655;CASH PLUS
TAMANSOURT;701253;CASH PLUS
TAMESNA CENTRE;702086;CASH PLUS
TAMEZMOUT ZAGORA;700107;CASH PLUS
TANALOUAMA;701142;CASH PLUS
TANBOUKHALEF;700002;CASH PLUS
TANGER AHLAN;701932;CASH PLUS
TANGER HAWMATECHOUK;701230;CASH PLUS
TANJA BALIA MED 6;701043;CASH PLUS
TANPLAZATORO;701896;CASH PLUS
TAOUNAT KHAROUBA;701004;CASH PLUS
TAOURIRT EL MASSIRA;700951;CASH PLUS
TAOURIRTHAYLAKDIM ;700623;CASH PLUS
TAOURIRTMEDV;701386;CASH PLUS
TAOURIRTSALAM;701187;CASH PLUS
TAROUDANT;700408;CASH PLUS
TAROUDANTE;700359;CASH PLUS
TASSAOUET TRANSFERT SIDI TAIBI ;097671;BARID CASH
TASSAOUET TRANSFERT TIZGUINE;097969;BARID CASH
TASSAOUT;702192;CASH PLUS
TASSAOUT KELAAT SRAGHNA;700792;CASH PLUS
