Adresse;Agent;Agent privilegie;Commentaires;Competence;Courriel;Creneau horaire de passage;Date d'echeance;Date de depart;Duree;Duree maximale de transport;Heure de passage prevu;Hub;Identifiant externe;Latitude;Longitude;Mobile;Nom;Partner;Plaque d'immatriculation;Poids;Référence de commande;Telephone;Type;Type d'intervention;Volume
N06 Bloc A Lot Yassmina 2 Ait Melloul Agadir Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;11:47;M2T;008098;30.34665;-9.4889;+212666920403;Chaabi Cash Doukkali;M2T;79211-H-6;1;DM220497837;+212666920403;;;0
Boulvard Mouqaouama Quartier admin Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:01;M2T;700507;30.34108;-9.48427;+212661287245;Ait melloul Quartier Admin;CASH PLUS;79211-H-6;1;DM220497837;+212661287245;;;0
61 avenue Ahmed al hansali programme argana 2 ait Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;700234;30.32715;-9.49719;+212606114245;Ait Melloul Quartier Industriel;CASH PLUS;79211-H-6;1;DM220497837;+212606114245;;;0
Lotissement Rochdi Centre Sidi Bibi Biougra Sidi Bibi Sidi bibi;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;12:39;M2T;010524;30.23925;-9.5261;+212662239715;Chaabi Cash Maryla;M2T;79211-H-6;1;DM220497837;+212662239715;;;0
N 67 Lotis Talaint Laqliaa Lqliaa;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;13:28;M2T;006230;30.3129;-9.47585;+212661198017;Chaabi Cash Maison de Quatre Saisons;M2T;79211-H-6;1;DM220497837;+212661198017;;;0
Hay Laazib Laqliaa Lqliaa;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;13:37;M2T;006212;30.318355;-9.480968;+212696482707;Chaabi Cash Sefema;M2T;79211-H-6;1;DM220497837;+212696482707;;;0
Avenue mokhtar soussi N 1161 Temssia Temsia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:22;M2T;701746;30.36537;-9.41482;+212615050629;Centre Temssia;CASH PLUS;79211-H-6;1;DM220497837;+212615050629;;;0
BLOC 8 MOSSQUEE AL AADL HAY AZROU Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:36;M2T;701494;30.36057;-9.45637;+212672239533;MOSQUE AL AADL AZROU;CASH PLUS;79211-H-6;1;DM220497837;+212672239533;;;0
BLOC7 N 34 QUARTIE AZROU AIT MELLOUL Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;14:43;M2T;700420;30.36014;-9.46214;+212528244592;EUROSOL AIT MELLOUL CR;CASH PLUS;79211-H-6;1;DM220497837;+212528244592;;;0
LOTISSEMENT MOULAY N 37 DRARGA Drargua;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:17;M2T;700268;30.37982;-9.47527;+212676109652;DRARGUA LGOUIRA;CASH PLUS;79211-H-6;1;DM220497837;+212676109652;;;0
LOT EL YAMAM HASSAN QUARTIE EL HANAE N 10 Ait melloul;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:25;M2T;701381;30.38251;-9.4801;+212528287408;EUROSOL DRARGUA;CASH PLUS;79211-H-6;1;DM220497837;+212528287408;;;0
Hay Sidi Said Drarga Agadir Drarga Drargua;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:32;M2T;006927;30.37924;-9.4797363;+212639161801;Chaabi Cash Akfousa Cash;M2T;79211-H-6;1;DM220497837;+212639161801;;;0
HAY NAHDA El HAJEB N 138 BIS AVENUE D BLOC8 Tikiouine;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:42;M2T;701607;30.37502;-9.49297;+212677732041;EL HAJEB TIKIOUINE;CASH PLUS;79211-H-6;1;DM220497837;+212677732041;;;0
HAY ZAITOUNE TIKIOUINE Tikiouine;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;15:53;M2T;701404;30.38125;-9.4943;+212661131531;TIKOUINE HAY ZAITOUNE;CASH PLUS;79211-H-6;1;DM220497837;+212661131531;;;0
Douar Souiri Tikiouine Agadir Agadir;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:07;M2T;008086;30.37412;-9.5117076;+212669517454;Tasshilat Boutoumit;M2T;79211-H-6;1;DM220497837;+212669517454;;;0
NÂ° 205 Rue Al Morabitine Lotissement Bani Iznassene Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:17;M2T;008024;30.37712;-9.52543;+212661524901;Chaabi Cash Domaine Al Firdaws;M2T;79211-H-6;1;DM220497837;+212661524901;;;0
N93 Av Aboubaker Seddik Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:31;M2T;008070;30.36782;-9.523303;+212666018345;Chaabi Cash Oussama El Jihadia Service;M2T;79211-H-6;1;DM220497837;+212666018345;;;0
Av Des Far Dcheira El Jihadia Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:45;M2T;008127;30.36482;-9.540778;+212662157761;Tasshilat Bengrich;M2T;79211-H-6;1;DM220497837;+212662157761;;;0
N 327 Avenue Fayçal benabdelaziz lot dalila Dcheira el jihadia;Mohamed HMIMOU;;;;;10:00-19:00;;18/04/2022;5;;16:55;M2T;702093;30.37413;-9.54444;+212605167737;Dcheira Hay Takarkourt;CASH PLUS;79211-H-6;1;DM220497837;+212605167737;;;0
MAGASIN N° 2/25 IMM LOT AL IZDIHAR AL KADISIA Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:00;M2T;701933;31.66455;-8.032234;+212706399881;MARIZDIHARFR;CASH PLUS;23646-E-6;1;DM220497837;+212706399881;;;0
RUE IBN KODAMA N 2 IMM KASBEL SEMLALIA Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:15;M2T;701571;31.64439;-8.01153;+212669594819;SEMLALIA;CASH PLUS;23646-E-6;1;DM220497837;+212669594819;;;0
Mag N 27 Imm Jakar 24 Med V Gueliz Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:34;M2T;004205;31.6335;-8.01566;+212669697337;Chaabi Cash Winnagh Invest;M2T;23646-E-6;1;DM220497837;+212669697337;;;0
Place du 16 Novembre Gueliz 40001 MARRAKECH Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;10:53;M2T;083834;31.63272;-8.00934;+212602364289;BC MARRAKECH PPAL;BARID CASH;23646-E-6;1;DM220497837;+212602364289;;;0
Angle Rue Docteur Linares et Arest El Maach Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;11:07;M2T;700353;31.63429;-7.99859;+212524390869;MARELFNA;CASH PLUS;23646-E-6;1;DM220497837;+212524390869;;;0
20 Db Masmouda Sybali Marrakech Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;11:39;M2T;000527;31.61711;-7.97091;+212613430076;Chaabi Cash M2t - Marrakech - Sidi Youssef Ben Ali;M2T;23646-E-6;1;DM220497837;+212613430076;;;0
Av . Chakib Arssalane unit‚ 5 Hay Mohammadi 40033 MARRAKECH Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;083691;31.65055;-7.99654;+212700621292;BC MARRAKECH HAY MOHAMMADI;BARID CASH;23646-E-6;1;DM220497837;+212700621292;;;0
IMM G BOUSTAN 2 GARAGE 38 Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;12:50;M2T;700442;31.66369;-8.00856;+212525088100;MAR ALLAL AL FASSI;CASH PLUS;23646-E-6;1;DM220497837;+212525088100;;;0
213 ALMASSAR MARRAKECH Almassar Marrakech;Omar Rassi;;;;;10:00-19:00;;18/04/2022;5;;13:14;M2T;700236;31.67764;-8.03904;+212661203202;AL MASSAR MARRAKECH;CASH PLUS;23646-E-6;1;DM220497837;+212661203202;;;0
Bloc 10 N 40 Quartier Industriel Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;000506;30.41461;-9.58962;+212637759835;Chaabi Cash M2t - Agadir - Quartier Indutriel;M2T;79347 A7;1;DM220497837;+212637759835;;;0
Rue Essaouira Battoire Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:08;M2T;700446;30.41161;-9.58635;+212528292783;AGADIR battoir;CASH PLUS;79347 A7;1;DM220497837;+212528292783;;;0
9 Immeuble Aferni I Riad Salam Agadir Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:24;M2T;024030;30.40733;-9.57482;+212634427359;Chaabi Cash M2t - Riad Salam - Agadir;M2T;79347 A7;1;DM220497837;+212634427359;;;0
N38 Ibn Khaldoun I Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;10:52;M2T;008096;30.3866;-9.57272;+212611988782;Chaabi Cash Youryane;M2T;79347 A7;1;DM220497837;+212611988782;;;0
NÂ°129 Bloc 9 Bensergao Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:00;M2T;008021;30.38982;-9.56825;+212673517781;Chaabi Cash Cash1200;M2T;79347 A7;1;DM220497837;+212673517781;;;0
N 1069 LOT EL FARAH Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;700318;30.39618;-9.56172;+212638215655;Hay El Farah Al masjid;CASH PLUS;79347 A7;1;DM220497837;+212638215655;;;0
Mag N 1 rez de chaussée immeuble 02 résidence prop Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:32;M2T;701806;30.39271;-9.54475;+21272891189;AGADIR ATTADAMONE;CASH PLUS;79347 A7;1;DM220497837;+21272891189;;;0
LOT TILILA IMM 7 N 5 AV AL OULFA COMMUNE TIKIOUINE Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;11:58;M2T;701171;30.40123;-9.51929;+212633698157;AGATILILAFR;CASH PLUS;79347 A7;1;DM220497837;+212633698157;;;0
Rdc N2 Rsidence Narjiss 2 Cite Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:14;M2T;008088;30.39829;-9.5361841;+212671672979;Chaabi Cash Assia Trading;M2T;79347 A7;1;DM220497837;+212671672979;;;0
Bloc E Sous Sol N41 Bis Av Haj Abdellah Al Karsafi Hay Al Houda Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:27;M2T;008117;30.40264;-9.54956;+212676229783;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;DM220497837;+212676229783;;;0
2 Salam 2 Im 1511 Mas Wafkaoui Sala Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:32;M2T;008062;30.40264;-9.54956;+212676229783;Chaabi Cash Wifi Maroc;M2T;79347 A7;1;DM220497837;+212676229783;;;0
MAGASIN N 94 BLOC E8 RUE ALFARABI HAY DAKHLA Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:42;M2T;702200;30.41258;-9.55034;+212660244648;CITE DAKHLA ALFARABI;CASH PLUS;79347 A7;1;DM220497837;+212660244648;;;0
N°76, Av Hassan 1er, Cité Dakhla Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:51;M2T;701945;30.40919;-9.55809;+212661579420;AGADIR AV HASSAN 1ER (oubani);CASH PLUS;79347 A7;1;DM220497837;+212661579420;;;0
NÂ° Fa 44 Dakhla Dakhla Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;12:58;M2T;000541;30.41288;-9.5577075;+212606593839;Chaabi Cash M2t - Agadir - Quartier Dakhla;M2T;79347 A7;1;DM220497837;+212606593839;;;0
N°53 BLOC A4 BD TITOU HAY AL QODS Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:04;M2T;701868;30.4171;-9.5562;+212648117332;AL QODS AGADIR;CASH PLUS;79347 A7;1;DM220497837;+212648117332;;;0
nø15, Avenue Abderrahim Bouabid 80036 Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:11;M2T;083429;30.41737;-9.5585;+212602364082;BC AGADIR HAY AL WAFA;BARID CASH;79347 A7;1;DM220497837;+212602364082;;;0
N 11 Avenue Abderrahim bouaabid en face du marché Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:20;M2T;700280;30.41581;-9.56806;+212610463592;Agadir la gare;CASH PLUS;79347 A7;1;DM220497837;+212610463592;;;0
Pacerelle NÂ°3016 Ã€ ProximitÃ© Immeuble Essafa 3 Hay Mohammadi Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:32;M2T;024016;30.43232;-9.553741;+212611276884;Chaabi Cash M2t- Agadir;M2T;79347 A7;1;DM220497837;+212611276884;;;0
N 112 Boulevard Imam boukhari Erac bouargane Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:45;M2T;701608;30.4245;-9.56484;+212688400367;Agadir boulevard imam Boukhari;CASH PLUS;79347 A7;1;DM220497837;+212688400367;;;0
EL KAOUIRA EL KHYAM AGADIR NUM 291 Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;13:53;M2T;098872;30.42288;-9.57227;+212661765248;ECÿ AGADIR LKHYAM;BARID CASH;79347 A7;1;DM220497837;+212661765248;;;0
N° 16 RUE MOULAY ISMAIL HAY ENNAHDA AGADIR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:15;M2T;701103;30.42698;-9.58409;+212633450788;AGADIR HAY ENNAHDA;CASH PLUS;79347 A7;1;DM220497837;+212633450788;;;0
Residence El Menzeh Immeuble Ab2 Magasin 11 Avenue Des Far Agadir Avenue Far Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:24;M2T;024034;30.429831;-9.58801;+212606289419;Chaabi Cash M2t -FAR-Agadir;M2T;79347 A7;1;DM220497837;+212606289419;;;0
N 4 IMM CGI AVENUE DES FAR Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;14:31;M2T;700052;30.42818;-9.5927;+212661381217;AVENUE DES FAR;CASH PLUS;79347 A7;1;DM220497837;+212661381217;;;0
route imi imikki iguerofoulousaourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:09;M2T;700196;30.50296;-9.6602;+212697090077;Aourir Hay Igueroufoulous;CASH PLUS;79347 A7;1;DM220497837;+212697090077;;;0
Local sis tihaourine Aourir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:17;M2T;700227;30.49771;-9.67007;+212661305510;CENTRE AOURIR;CASH PLUS;79347 A7;1;DM220497837;+212661305510;;;0
Boulevard Moulay Abdellah Ville Nouvelle 80001 Agadir Agadir;Bendriouiche Elyass;;;;;10:00-19:00;;18/04/2022;5;;15:48;M2T;083806;30.42072;-9.59751;+212602365628;BC AGADIR PPAL;BARID CASH;79347 A7;1;DM220497837;+212602365628;;;0
Route de boujdour Administratif 70002 EL MARSA Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;083458;27.0952;-13.40681;+212650622873;BC LAAYOUNE PORT;BARID CASH;11596-E-6;1;DM220497837;+212650622873;;;0
AV MEKKA N°76 AVKAIRAWAN N°1 LAYOUNE Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:35;M2T;701755;27.15578;-13.201;+212212665889;LAAYOUNE MEKKA;CASH PLUS;11596-E-6;1;DM220497837;+212212665889;;;0
Av sakia el hamra n° 28 Hy chouhada Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:40;M2T;700764;27.15577;-13.20098;+212212676260;LAAYOUNE SOUK LMEKHAKH;CASH PLUS;11596-E-6;1;DM220497837;+212212676260;;;0
Place Dchiera Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:48;M2T;000568;27.15064;-13.20004;+212666501923;Chaabi Cash M2t- Laayoune;M2T;11596-E-6;1;DM220497837;+212666501923;;;0
HAY KHAT RAMLA 01 RUE ZAOUIAT CHEIKH NR 65 Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;10:54;M2T;700946;27.14715;-13.19929;+212212661688;LAAYOUNE ZAOUIT CHEIKH;CASH PLUS;11596-E-6;1;DM220497837;+212212661688;;;0
avenue boukraa Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;11:00;M2T;701813;27.14369;-13.19967;+212212627805;Laayoune El bir jdid;CASH PLUS;11596-E-6;1;DM220497837;+212212627805;;;0
Residence Al Kaoutar N5 Rue Oum Talha Av Ras El Khaima Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;11:09;M2T;006274;27.13231;-13.2007;+212653545258;Chaabi Cash Top ML Sahara Expo;M2T;11596-E-6;1;DM220497837;+212653545258;;;0
Lot 707 Hy El Qods Rue Merane N532 Laayoune Laayoune Sud;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;11:19;M2T;006365;27.13981;-13.18719;+212661292470;Chaabi Cash Saheletab;M2T;11596-E-6;1;DM220497837;+212661292470;;;0
Avenue Kaied Brahim Ouled Mbarek S N Tarfaya Tarfaya;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;13:07;M2T;010226;27.93895;-12.92509;+212667210079;Chaabi Cash CM Ouayah Multiservices;M2T;11596-E-6;1;DM220497837;+212667210079;;;0
ROUTE NATIONAL N 1 AKHFENNIR Akhfennir;El Mahfoud Bouchayt;;;;;10:00-19:00;;18/04/2022;5;;14:46;M2T;701397;28.094151;-12.052995;+212212528765;AKHFENNIR;CASH PLUS;11596-E-6;1;DM220497837;+212212528765;;;0
Av Mehdi ben Toumert Hay Essaadyin 81000 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;701923;28.99234;-10.03568;+212528774854;MEHDI BEN TOUMERT GUELMIM;CASH PLUS;95099 - H - 6;1;DM220497837;+212528774854;;;0
NÂ°05 Place Biouzakarne Bouizakarne Bouizakarne;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;10:53;M2T;003948;29.17772;-9.71166;+212666515781;Tasshilat Librerie Papeterie Ifran;M2T;95099 - H - 6;1;DM220497837;+212666515781;;;0
BD HASSAN I TAGHJIJT BOUIZAKARNE Taghjijt;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;11:51;M2T;702397;29.05447;-9.42496;+212626374625;TAGHJIJT FR;CASH PLUS;95099 - H - 6;1;DM220497837;+212626374625;;;0
CENTRE IFRANE ATLAS SAGHIR Ifrane atlas saghir;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;13:11;M2T;701486;29.21818;-9.49206;+212661569740;IFRANE ATLAS SAGHIR;CASH PLUS;95099 - H - 6;1;DM220497837;+212661569740;;;0
HAY EL QODS N 848 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;15:08;M2T;702218;29.00174;-10.04967;+212678766309;ALQODS GUELMIM;CASH PLUS;95099 - H - 6;1;DM220497837;+212678766309;;;0
N°41 AVENUE MOULAY ABDELLAH Guelmim;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;15:20;M2T;701462;28.98834;-10.06027;+212661493434;GULEMIM AV MOULAY ABDELLAH;CASH PLUS;95099 - H - 6;1;DM220497837;+212661493434;;;0
AV HASSAN II ( ROUTE IFNI) N129 Guelmim;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;15:25;M2T;701474;28.98829;-10.06097;+212661355068;GUELMIM HASSAN 2;CASH PLUS;95099 - H - 6;1;DM220497837;+212661355068;;;0
N41 Avenue Moulay Youssef Ben Tachfine Guelmim Guelmim;Said EL Jamiy;;;;;10:00-19:00;;18/04/2022;5;;15:31;M2T;006278;28.9851429;-10.0597363;+212528776155;Chaabi Cash Ahl Bahia Travaux;M2T;95099 - H - 6;1;DM220497837;+212528776155;;;0
Rue Haroun Errachid Oulad Teima Oulad teima;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;09:59;M2T;006581;30.39211;-9.2147039;+212661591232;Chaabi Cash Nour Teima;M2T;6400 T 6;1;DM220497837;+212661591232;;;0
Bd Med V Ouled Teima Oulad teima;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;10:10;M2T;006835;30.39347;-9.21319;+212635923758;Chaabi Cash Imrins Express;M2T;6400 T 6;1;DM220497837;+212635923758;;;0
Palce de la marche Verte Cit‚ Administrative 83352 OULAD TEIMA Taroudant;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;10:17;M2T;083916;30.39571;-9.21042;+212602364279;BC OULED TAIMA;BARID CASH;6400 T 6;1;DM220497837;+212602364279;;;0
N 103, Avenue Hassanii, Hay Koursi Oulad teima;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;10:28;M2T;700413;30.39754;-9.2197;+212528528132;OULED TEIMA HASSAN II;CASH PLUS;6400 T 6;1;DM220497837;+212528528132;;;0
Centre Amsekroud Amsekroud Agadir;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;11:52;M2T;010567;30.52798;-9.33227;+212696960205;Tasshilat Achtouk;M2T;6400 T 6;1;DM220497837;+212696960205;;;0
Centre Tin Mansour Inchaden Tin mansour;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;13:38;M2T;701618;30.11515;-9.55372;+212610463592;Tin Mansour;CASH PLUS;6400 T 6;1;DM220497837;+212610463592;;;0
DOUAR NOUACER CENTRE BLEFAA CHTOUKA AIT BAHA Belfaa;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;13:57;M2T;700200;30.04869;-9.56474;+212661334730;CENTRE BELFAA;CASH PLUS;6400 T 6;1;DM220497837;+212661334730;;;0
Lot Alafalah Rue Sidi Ifni Biougra;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;15:41;M2T;010086;30.20773;-9.37911;+212660255835;Tasshilat Ait Boubker;M2T;6400 T 6;1;DM220497837;+212660255835;;;0
LOT ISSLAH N10 BIOUGRA Biougra;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;15:54;M2T;098312;30.22089;-9.37691;+212618837377;ID BIOUGRA;BARID CASH;6400 T 6;1;DM220497837;+212618837377;;;0
Rdc Rue Al Masjid Hay Lachalets Biougra Biougra;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;16:03;M2T;006429;30.2187069;-9.3676148;+212668730476;Chaabi Cash Al Aatae Service;M2T;6400 T 6;1;DM220497837;+212668730476;;;0
Hay Tribunal Av Sidi Said Biougra Av Sidi Said A DeFinir Biougra;Adil EJJAMI ;;;;;10:00-19:00;;18/04/2022;5;;16:08;M2T;003873;30.2187;-9.36757;+212622029190;Chaabi Cash Rabia Service;M2T;6400 T 6;1;DM220497837;+212622029190;;;0
N 464 magasin bloc 18 hay essalam Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;10:23;M2T;701737;34.051095;-6.777459;+212621415677;Hay salam 20 aout;CASH PLUS;10174-A-73;1;DM220497837;+212621415677;;;0
26 AV SAKIA EL HAMRA BIS Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;10:39;M2T;701455;34.057474;-6.780876;+212661222154;FROUGUI;CASH PLUS;10174-A-73;1;DM220497837;+212661222154;;;0
Secteur Oulfa Rue Barrage Lala Takerkouste NÂ°186 Laayayda Sale Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;10:48;M2T;001404;34.066568;-6.778566;+212662826619;Chaabi Cash My Riza Cash;M2T;10174-A-73;1;DM220497837;+212662826619;;;0
N 463 RUE ELBASSATINE SECTEUR ALQODS ELMAZATlaayay Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;11:27;M2T;700696;34.069796;-6.754386;+212661507113;mouaza1 sale;CASH PLUS;10174-A-73;1;DM220497837;+212661507113;;;0
LOT BAYTI SAKAN AMEUR IMB 34 MAG 7 Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;11:38;M2T;701666;34.081591;-6.749302;+212617183038;LABRAHMA;CASH PLUS;10174-A-73;1;DM220497837;+212617183038;;;0
KITAA Nøÿ1ÿ ,50 BIS S1ÿ MAG Nø 3 SIDI TAIBIÿ 14025 KENITRA Sidi taibi;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;12:21;M2T;097987;34.190574;-6.680671;+212661361715;PMS SIDI TAIBI;BARID CASH;10174-A-73;1;DM220497837;+212661361715;;;0
ZERDAL GHARBIA SEC 1 N 1760 Sidi bouknadel;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;12:47;M2T;700956;34.1237074;-6.7372596;+212690094016;BOUKNADEL;CASH PLUS;10174-A-73;1;DM220497837;+212690094016;;;0
AV REHAL ELMESKINI HAY CHMAOU Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;13:18;M2T;700194;34.069656;-6.798235;+212697843126;LOT ELYAQOUT;CASH PLUS;10174-A-73;1;DM220497837;+212697843126;;;0
224 BIS ROUTE DEN KENITRA Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;13:32;M2T;701581;34.069568;-6.792976;+212600883415;HAY EL AMAL SALE;CASH PLUS;10174-A-73;1;DM220497837;+212600883415;;;0
Secteur 4f Rue Zineb Annafzaouia N95 Tabriquet Sale Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;13:56;M2T;000501;34.04734;-6.79662;+212666842838;Chaabi Cash M2t - Sale - Tabriquet;M2T;10174-A-73;1;DM220497837;+212666842838;;;0
69, AVENUE AHMED BENABOUD Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;14:13;M2T;701857;34.046135;-6.808251;+212669602222;Melah sale;CASH PLUS;10174-A-73;1;DM220497837;+212669602222;;;0
N36 Lot Mkinssia Avenue El Qods Hors Bab Sebta Sale Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;14:24;M2T;001177;34.04436;-6.81534;+212672292828;Chaabi Cash Keyabdo Info;M2T;10174-A-73;1;DM220497837;+212672292828;;;0
Bd Lalla Asmaa Residence Youssef N? 2 A Tabrekt Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;14:58;M2T;700422;34.036527;-6.806375;+212537855692;SALTABREKT;CASH PLUS;10174-A-73;1;DM220497837;+212537855692;;;0
HAY ALLAYMOUNE NUM 25 Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;15:12;M2T;702106;34.033121;-6.8047;+212661382333;POSTE TABRIQUET;CASH PLUS;10174-A-73;1;DM220497837;+212661382333;;;0
Hay moulay smail secteur 1 n 195 Salé;Ismail KHETTABI;;;;;10:00-19:00;;18/04/2022;5;;15:24;M2T;701073;34.029032;-6.780559;+212636272651;Mly smail SALE;CASH PLUS;10174-A-73;1;DM220497837;+212636272651;;;0
